"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.537951354E2,-2.433012984E0,-3.480954482E0,-4.715438823E0,6.346019192E0
2.538051488E2,-2.684621013E0,-2.578245250E0,-4.569714223E0,5.893795604E0
2.538151638E2,-3.290541658E0,-1.371765124E0,-3.597534806E0,5.064746849E0
2.538251788E2,-3.920712461E0,-5.613986300E-1,-3.402663480E0,5.221615975E0
2.538351938E2,-5.434260140E0,-6.697356954E-2,-1.778362521E0,5.718237664E0
2.538452088E2,-5.701681963E0,1.152556079E0,3.290401325E0,6.683135761E0
2.538552238E2,-6.027377722E0,1.978938682E0,4.541487958E0,7.801960868E0
2.538652388E2,-6.672675857E0,2.010385300E0,3.121067129E0,7.635922483E0
2.538752528E2,-5.946614226E0,1.633581222E0,2.130536811E0,6.524568603E0
2.538852678E2,-3.101930947E0,1.182186991E0,1.920008396E0,3.834836883E0
2.538952828E2,1.457213849E-1,7.592717698E-1,1.909427567E0,2.060010188E0
2.539052978E2,1.193443612E0,6.288543025E-1,2.024683789E0,2.432922077E0
2.539153128E2,1.339749134E-1,1.587417308E0,3.621018686E0,3.955959973E0
2.539253278E2,-1.130658549E0,2.672115573E0,4.622806648E0,5.457923753E0
2.539353418E2,-1.747018229E0,3.221970776E0,3.420146655E0,5.013040147E0
2.539453568E2,-2.100804012E0,3.002940509E0,1.860783118E0,4.110175545E0
2.539553718E2,-1.855755975E0,2.383245432E0,9.988590923E-1,3.181416117E0
2.539653868E2,-1.686223558E0,1.460321059E0,3.530806088E-1,2.258440480E0
2.539754018E2,-1.727157576E0,2.787490493E-1,5.409434617E-1,1.831227499E0
2.539854168E2,-1.320155114E0,-3.582551023E-1,1.090979344E0,1.749683449E0
2.539954308E2,-1.027289132E0,-7.994675767E-1,1.396282353E0,1.908946248E0
2.540054458E2,-5.703438467E-1,-8.759753238E-1,1.377779717E0,1.729422395E0
2.540154608E2,-2.207557797E-2,-7.086796135E-1,1.297435173E0,1.478530403E0
2.540254758E2,3.793153113E-1,-6.735415019E-1,1.197220036E0,1.425087392E0
2.540354908E2,1.162398990E0,-5.367200178E-1,1.304379911E0,1.827743620E0
2.540455058E2,2.066993657E0,-3.773377830E-1,1.455258540E0,2.555899841E0
2.540555208E2,2.920078447E0,-2.894819060E-1,1.598220916E0,3.341402102E0
2.540655348E2,3.545135275E0,-3.317262849E-1,1.957921450E0,4.063432398E0
2.540755498E2,3.862994011E0,-5.129869004E-1,2.194380805E0,4.472268485E0
2.540855648E2,4.084184239E0,-6.221200642E-1,2.167435373E0,4.665337112E0
2.540955798E2,4.238875837E0,-6.274850307E-1,1.924396147E0,4.697350994E0
2.541055948E2,4.231152250E0,-5.062766357E-1,1.685021663E0,4.582386213E0
2.541156098E2,4.180263348E0,-3.193680485E-1,1.525585634E0,4.461390941E0
2.541256238E2,4.042427518E0,-8.777343124E-2,1.356706059E0,4.264923885E0
2.541356388E2,3.956395680E0,2.035946403E-1,1.143147325E0,4.123263678E0
2.541456538E2,3.888599553E0,5.865995447E-1,9.551663581E-1,4.046930724E0
2.541556688E2,3.844145511E0,9.103595831E-1,6.256523672E-1,3.999706260E0
2.541656838E2,3.892279791E0,1.068828337E0,4.227443361E-1,4.058441666E0
2.541756988E2,3.914431382E0,1.087389884E0,2.587834391E-1,4.070891632E0
2.541857138E2,3.686132110E0,8.005485807E-1,2.116613129E-1,3.777995298E0
2.541957278E2,3.315310464E0,2.227888566E-1,2.957486594E-1,3.335923503E0
2.542057428E2,2.911950232E0,-2.229115020E-1,4.011093459E-1,2.947886090E0
2.542157578E2,2.398592180E0,-3.789399201E-1,2.643385863E-1,2.442685980E0
2.542257728E2,1.758792182E0,-5.017406581E-1,1.633448929E-2,1.829032652E0
2.542357878E2,1.127559525E0,-6.342809571E-1,-3.125737301E-1,1.330941453E0
2.542458028E2,5.343033636E-1,-8.207271758E-1,-8.779641080E-1,1.315254407E0
2.542558178E2,-3.682050169E-2,-9.661291565E-1,-1.543587457E0,1.821379569E0
2.542658318E2,-6.502934110E-1,-1.184183230E0,-1.883755074E0,2.318125239E0
2.542758468E2,-1.670517937E0,-1.591085266E0,-2.002704105E0,3.054996929E0
2.542858618E2,-2.603728293E0,-1.990767453E0,-2.036082644E0,3.858521557E0
2.542958768E2,-3.194683574E0,-2.281775336E0,-2.334793795E0,4.567686930E0
2.543058918E2,-3.335732449E0,-2.461429283E0,-3.034039218E0,5.137230681E0
2.543159068E2,-3.441450108E0,-2.747434142E0,-3.814991294E0,5.826330903E0
2.543259208E2,-3.441093428E0,-3.036201226E0,-3.955292018E0,6.058380709E0
2.543359358E2,-3.387379736E0,-3.186919934E0,-3.833614676E0,6.027221717E0
2.543459508E2,-3.145269924E0,-3.216988948E0,-3.734719548E0,5.847210522E0
2.543559658E2,-2.733293821E0,-2.987182848E0,-3.197860074E0,5.159502450E0
2.543659808E2,-2.343184549E0,-2.508362544E0,-2.941109712E0,4.520234820E0
2.543759958E2,-2.658720771E0,-1.947760159E0,-2.384097517E0,4.067737300E0
2.543860108E2,-4.096598462E0,-1.482464026E0,-1.127266872E0,4.500061016E0
2.543960248E2,-5.685032601E0,-1.268198071E0,4.259120652E-1,5.840318751E0
2.544060398E2,-5.811295037E0,-1.471855131E0,7.631595835E-1,6.043171360E0
2.544160548E2,-4.359143708E0,-1.885373291E0,5.800350219E-1,4.784684623E0
2.544260698E2,-3.053714806E0,-1.716632149E0,1.518357306E0,3.818037318E0
2.544360848E2,-1.861726567E0,-1.021514860E0,2.606099046E0,3.361736256E0
2.544460998E2,-1.058772880E0,-1.992811494E-1,3.120403763E0,3.301156257E0
2.544561148E2,-6.685069031E-1,8.235952350E-1,3.315864780E0,3.481403428E0
2.544661288E2,-9.781935704E-1,1.738068042E0,3.720049761E0,4.220961195E0
2.544761438E2,-1.996796663E0,2.364189941E0,3.854112968E0,4.942750020E0
2.544861588E2,-2.469274492E0,3.660271629E0,3.203493282E0,5.455022834E0
2.544961738E2,-2.554644426E0,5.118174280E0,2.084388246E0,6.088233772E0
2.545061888E2,-2.163584982E0,6.450180531E0,8.878552580E-1,6.861065209E0
2.545162038E2,-1.401819667E0,6.679260406E0,1.947263145E-1,6.827557125E0
2.545262178E2,-1.186944432E0,5.029053358E0,7.656183377E-1,5.223637258E0
2.545362328E2,-7.046783638E-1,3.575295213E0,1.737087902E0,4.036927277E0
2.545462478E2,-2.314462441E-1,2.486667035E0,2.052962386E0,3.232914299E0
2.545562628E2,2.256113076E-1,1.710158112E0,1.982636169E0,2.628000649E0
2.545662778E2,8.351537186E-1,1.515334295E0,1.676802524E0,2.409436960E0
2.545762928E2,1.366750406E0,1.624708657E0,1.328442665E0,2.504484938E0
2.545863078E2,1.763934224E0,1.548851705E0,1.029369571E0,2.563202540E0
2.545963218E2,2.128992854E0,1.416992899E0,7.246039206E-1,2.658106523E0
2.546063368E2,2.506389694E0,1.230612754E0,5.013136652E-1,2.836849033E0
2.546163518E2,2.864027038E0,8.429192595E-1,4.675764003E-1,3.021885412E0
2.546263668E2,3.282408181E0,5.257095645E-1,5.639659962E-1,3.371740153E0
2.546363818E2,3.766684522E0,3.521934400E-1,6.706806055E-1,3.842104239E0
2.546463968E2,4.262510868E0,2.042840271E-1,7.550606051E-1,4.333687504E0
2.546564118E2,4.540513812E0,5.277667612E-2,7.689492041E-1,4.605467830E0
2.546664258E2,4.677998809E0,-1.169968649E-1,7.927412322E-1,4.746135247E0
2.546764408E2,4.637695121E0,-4.290198603E-1,7.466578639E-1,4.716966403E0
2.546864558E2,4.203122452E0,-7.262741777E-1,6.034905428E-1,4.307889665E0
2.546964708E2,3.756384652E0,-9.633324333E-1,4.342800155E-1,3.902183256E0
2.547064858E2,2.898333237E0,-1.513160593E0,6.427610278E-2,3.270186837E0
2.547165008E2,2.727082908E0,-1.655892735E0,-2.214080366E-1,3.198121864E0
2.547265148E2,3.119756184E0,-1.345818690E0,-3.721966186E-1,3.417987261E0
2.547365298E2,3.223143142E0,-8.449652003E-1,-7.624164024E-1,3.418171540E0
2.547465448E2,2.711304781E0,-2.110464782E-1,-8.454863334E-1,2.847904734E0
2.547565598E2,2.319410940E0,4.121154137E-1,-6.555199447E-1,2.445242855E0
2.547665748E2,1.999296348E0,9.684659962E-1,-6.968691149E-1,2.328248019E0
2.547765898E2,1.217704879E0,1.029224122E0,-9.458429727E-1,1.853840984E0
2.547866048E2,5.321977812E-1,6.628770576E-1,-9.275645766E-1,1.258179842E0
2.547966188E2,1.467820698E-1,2.490833469E-1,-9.924879661E-1,1.033740709E0
2.548066347E2,-5.711618721E-2,2.152871713E-2,-1.213112184E0,1.214646827E0
2.548166497E2,-4.236810601E-1,-5.528688580E-3,-1.704260757E0,1.756143768E0
2.548266647E2,-6.499794155E-1,-1.428679436E-2,-2.375034918E0,2.462411057E0
2.548366797E2,-1.044568239E0,-2.746100977E-2,-2.435727554E0,2.650404805E0
2.548466947E2,-1.616186779E0,-1.281471397E-1,-2.330423878E0,2.838900640E0
2.548567097E2,-2.179492916E0,-5.051245880E-1,-2.625310950E0,3.449289464E0
2.548667237E2,-2.564172463E0,-9.055992186E-1,-2.747148213E0,3.865477160E0
2.548767387E2,-2.828838494E0,-1.289945328E0,-3.186269139E0,4.451808307E0
2.548867537E2,-2.759223298E0,-1.563825693E0,-3.661275888E0,4.843945204E0
2.548967687E2,-2.412882775E0,-1.700154842E0,-3.930912344E0,4.915750363E0
2.549067837E2,-1.971184689E0,-1.666431464E0,-4.282747204E0,5.000448632E0
2.549167987E2,-1.659314672E0,-1.346596077E0,-4.490694073E0,4.973226260E0
2.549268137E2,-1.833076379E0,-8.518543898E-1,-3.589404837E0,4.119423746E0
2.549368277E2,-2.542510868E0,-4.138004351E-1,-2.535356215E0,3.614363492E0
2.549468427E2,-3.982173130E0,-7.662434050E-1,-2.476001129E0,4.751359109E0
2.549568577E2,-4.907370461E0,-4.753660610E-1,-3.543938935E-1,4.943061073E0
2.549668727E2,-4.766598744E0,9.726835929E-1,2.870407227E0,5.648523224E0
2.549768877E2,-5.176379219E0,1.537832773E0,3.246976686E0,6.301006987E0
2.549869027E2,-5.616366409E0,1.158237673E0,2.923685302E0,6.436848755E0
2.549969167E2,-5.443280055E0,8.918152848E-1,2.959476986E0,6.259643463E0
2.550069317E2,-3.742856534E0,7.996067405E-1,2.825750579E0,4.757437578E0
2.550169467E2,-1.380639882E0,4.189338519E-1,2.089694594E0,2.539388815E0
2.550269617E2,6.825916761E-1,1.060572360E-1,1.625860704E0,1.766522732E0
2.550369767E2,5.723242986E-1,3.384783572E-1,2.393576438E0,2.484216349E0
2.550469917E2,-9.492802584E-1,1.305428901E0,3.889745607E0,4.211341653E0
2.550570067E2,-1.334141654E0,1.996451824E0,3.653908397E0,4.372276342E0
2.550670207E2,-1.029290049E0,2.170302117E0,2.468720469E0,3.444449163E0
2.550770357E2,-8.307823402E-1,2.060130926E0,1.582117684E0,2.727166129E0
2.550870507E2,-9.710915422E-1,1.354821063E0,9.191901943E-1,1.903541307E0
2.550970657E2,-1.256606990E0,4.422535712E-1,8.080033422E-1,1.558049662E0
2.551070807E2,-1.130691293E0,-2.017061359E-1,1.137118553E0,1.616226089E0
2.551170957E2,-7.666839927E-1,-7.500912027E-1,1.350110692E0,1.724308568E0
2.551271107E2,-1.784616995E-1,-1.212634758E0,1.315301925E0,1.797873964E0
2.551371247E2,5.246162814E-1,-1.252957596E0,1.040110029E0,1.710834256E0
2.551471397E2,1.302593586E0,-8.425973703E-1,7.700926271E-1,1.731982400E0
2.551571547E2,1.787595567E0,-4.893925081E-1,8.831596515E-1,2.053040162E0
2.551671697E2,2.273117364E0,-1.765786037E-1,1.324726467E0,2.636881258E0
2.551771847E2,2.825048329E0,-1.117578328E-2,1.777499764E0,3.337743005E0
2.551871997E2,3.219372858E0,-1.505890457E-1,1.852010541E0,3.717120082E0
2.551972147E2,3.520736598E0,-3.648519310E-1,1.853581980E0,3.995556192E0
2.552072287E2,3.541651504E0,-4.656718160E-1,1.843445539E0,4.019755847E0
2.552172437E2,3.454565998E0,-4.587703474E-1,1.786303624E0,3.916040999E0
2.552272587E2,3.283031495E0,-4.040887946E-1,1.550209136E0,3.653044198E0
2.552372737E2,3.172233190E0,-2.076384285E-1,1.272139533E0,3.424108077E0
2.552472887E2,3.159294471E0,1.702897771E-1,9.729676214E-1,3.310106668E0
2.552573037E2,3.112956457E0,5.140686353E-1,6.123306558E-1,3.213987133E0
2.552673187E2,3.084263585E0,7.793240650E-1,3.749670294E-1,3.203221524E0
2.552773327E2,3.109460991E0,9.156578913E-1,2.509958249E-1,3.251180698E0
2.552873477E2,3.105927519E0,8.969282363E-1,1.836513957E-1,3.238054022E0
2.552973627E2,3.105887173E0,6.331340258E-1,7.141759962E-2,3.170566873E0
2.553073777E2,2.958032139E0,2.289740413E-2,-7.858891726E-2,2.959164518E0
2.553173927E2,2.690310354E0,-5.414181094E-1,-1.438610932E-1,2.748017355E0
2.553274077E2,2.357293296E0,-6.870338058E-1,-1.323119652E-1,2.458933425E0
2.553374227E2,1.852342955E0,-7.726453753E-1,-2.449471727E-1,2.021918499E0
2.553474367E2,1.303616849E0,-8.788721806E-1,-3.147105950E-1,1.603395135E0
2.553574517E2,7.448651075E-1,-1.022520874E0,-3.086859164E-1,1.302175088E0
2.553674667E2,3.313248736E-1,-1.258332503E0,-3.997384661E-1,1.361237562E0
2.553774817E2,7.254172683E-2,-1.467723342E0,-6.568574953E-1,1.609638431E0
2.553874967E2,-1.721695107E-1,-1.592556718E0,-1.006412818E0,1.891757384E0
2.553975117E2,-5.490582275E-1,-1.716121541E0,-1.364242535E0,2.260021189E0
2.554075257E2,-1.132123861E0,-1.765425264E0,-1.399975455E0,2.521579282E0
2.554175407E2,-1.841692836E0,-1.854246662E0,-1.523595242E0,3.025129030E0
2.554275557E2,-2.232516053E0,-1.979194059E0,-2.126553688E0,3.663818723E0
2.554375707E2,-2.268069463E0,-2.055972094E0,-2.977436416E0,4.270396697E0
2.554475857E2,-2.222019716E0,-2.126930833E0,-3.417936700E0,4.598205919E0
2.554576007E2,-2.265182108E0,-2.428816292E0,-3.528839377E0,4.845916416E0
2.554676157E2,-2.443290635E0,-2.804366435E0,-3.347776544E0,5.004173060E0
2.554776297E2,-2.508229228E0,-2.976431572E0,-3.042268589E0,4.940218308E0
2.554876447E2,-2.412952357E0,-2.921235903E0,-2.617834116E0,4.605324498E0
2.554976597E2,-2.432633500E0,-2.502671449E0,-2.411872961E0,4.242428704E0
2.555076747E2,-3.295259777E0,-1.800945929E0,-1.847914274E0,4.185323213E0
2.555176897E2,-4.532313677E0,-1.191378375E0,-6.285604799E-1,4.728248934E0
2.555277047E2,-5.122483093E0,-9.131431501E-1,-1.323350617E-1,5.204918445E0
2.555377197E2,-4.548412231E0,-1.168838967E0,3.677050799E-2,4.696337980E0
2.555477337E2,-3.726180274E0,-1.401361537E0,1.076721493E0,4.124022644E0
2.555577487E2,-3.023615094E0,-1.339944869E0,2.052131496E0,3.892164458E0
2.555677637E2,-2.273667587E0,-6.989651956E-1,2.928152575E0,3.772558037E0
2.555777787E2,-1.781614450E0,-3.445691094E-2,3.527424351E0,3.951969114E0
2.555877937E2,-1.440442280E0,1.004305774E0,3.924803758E0,4.299719594E0
2.555978087E2,-1.761695910E0,1.971010004E0,4.550632711E0,5.262766477E0
2.556078237E2,-2.470116491E0,2.644801474E0,4.220607089E0,5.559673958E0
2.556178387E2,-2.509612679E0,4.210640510E0,3.085973895E0,5.792312507E0
2.556278527E2,-2.055918446E0,6.130510912E0,1.744358623E0,6.697219699E0
2.556378677E2,-1.540106902E0,7.341748186E0,4.169529614E-1,7.513124880E0
2.556478827E2,-1.131180705E0,7.198836973E0,-1.769414234E-1,7.289316279E0
2.556578977E2,-1.083416555E0,5.873025847E0,2.280791250E-1,5.976474221E0
2.556679127E2,-5.311774421E-1,5.004801446E0,8.990211010E-1,5.112575274E0
2.556779277E2,-2.286273015E-1,3.932418587E0,1.294100798E0,4.146189005E0
2.556879427E2,2.206680715E-1,2.839405582E0,1.530826493E0,3.233318452E0
2.556979567E2,6.776098484E-1,2.470616428E0,1.345588748E0,2.893736291E0
2.557079717E2,9.753015375E-1,2.668530060E0,9.000057721E-1,2.980314775E0
2.557179867E2,1.336114504E0,2.788586846E0,5.226519093E-1,3.136013964E0
2.557280017E2,1.757111692E0,2.470183734E0,2.937755165E-1,3.045579294E0
2.557380167E2,2.278634212E0,2.001925110E0,2.918202075E-1,3.047135877E0
2.557480317E2,2.748862617E0,1.422201891E0,4.180133539E-1,3.123081662E0
2.557580467E2,3.072562137E0,7.968250738E-1,4.916178122E-1,3.212048623E0
2.557680607E2,3.430415243E0,3.603932829E-1,5.429090032E-1,3.491759190E0
2.557780757E2,3.638059811E0,-6.620875373E-2,5.024983111E-1,3.673195794E0
2.557880907E2,3.725197358E0,-4.633157536E-1,4.902846470E-1,3.785780748E0
2.557981057E2,4.275036773E0,-4.084212159E-1,6.186684528E-1,4.338836014E0
2.558081203E2,4.462393257E0,-5.404822625E-1,4.577016225E-1,4.518248049E0
2.558181353E2,4.072797371E0,-8.204893403E-1,3.171865985E-1,4.166711956E0
2.558281503E2,3.302302748E0,-1.153853869E0,1.945275092E-1,3.503487283E0
2.558381643E2,2.859642211E0,-1.431857837E0,8.603037626E-2,3.199245483E0
2.558481793E2,2.725028197E0,-1.659819433E0,-2.221354303E-1,3.198456404E0
2.558581943E2,2.772963670E0,-1.755174071E0,-7.286826459E-1,3.361687365E0
2.558682093E2,2.944768315E0,-1.533194762E0,-1.230892982E0,3.540825347E0
2.558782243E2,2.917330840E0,-1.132081688E0,-1.399473471E0,3.427966478E0
2.558882393E2,2.838605098E0,-5.041346544E-1,-1.198485081E0,3.122210298E0
2.558982543E2,2.571209003E0,3.076021349E-1,-1.082010884E0,2.806507146E0
2.559082683E2,2.152960006E0,1.000750447E0,-1.254905742E0,2.685428582E0
2.559182833E2,1.590624506E0,1.361699874E0,-1.622728643E0,2.649067971E0
2.559282983E2,9.534399676E-1,1.233911168E0,-2.011499195E0,2.545135272E0
2.559383133E2,5.628553176E-1,6.487469687E-1,-2.037927440E0,2.211521420E0
2.559483282E2,2.848763466E-1,2.590281451E-1,-1.861047120E0,1.900459549E0
2.559583432E2,-9.153348327E-2,2.392559315E-1,-2.034682235E0,2.050744640E0
2.559683582E2,-5.641978383E-1,2.239382730E-1,-2.540210866E0,2.611730996E0
2.559783722E2,-1.346438933E0,-8.516491525E-2,-2.477537485E0,2.821053501E0
2.559883872E2,-2.254604495E0,-3.286387358E-1,-2.204013800E0,3.170003419E0
2.559984022E2,-2.571839333E0,-2.602271166E-1,-2.304573630E0,3.463110642E0
2.560084173E2,-2.691525990E0,-3.371232650E-1,-2.652582364E0,3.793963290E0
2.560184323E2,-2.720276749E0,-6.886843286E-1,-3.213791398E0,4.266456006E0
2.560284473E2,-2.566314299E0,-1.267995465E0,-3.818295263E0,4.772123248E0
2.560384623E2,-2.220359691E0,-1.788868213E0,-4.071067765E0,4.970275585E0
2.560484763E2,-2.139010888E0,-1.846620431E0,-3.875937115E0,4.796692936E0
2.560584913E2,-2.670767205E0,-1.326615849E0,-3.443717366E0,4.555446890E0
2.560685063E2,-3.339223237E0,-8.208667780E-1,-3.507599951E0,4.911974299E0
2.560785213E2,-4.205363106E0,-8.594926076E-1,-4.113497793E0,5.945138391E0
2.560885363E2,-5.139962175E0,-8.931952277E-1,-3.268517536E0,6.156315112E0
2.560985513E2,-5.436829407E0,-1.768256485E-2,1.782605553E-1,5.439779729E0
2.561085663E2,-5.050037845E0,1.367493295E0,2.660069139E0,5.869317505E0
2.561185803E2,-5.424130424E0,1.673694291E0,1.923167647E0,5.993414488E0
2.561285953E2,-5.209313661E0,1.617069416E0,4.218625760E-1,5.470816241E0
2.561386102E2,-2.899931865E0,1.478341447E0,5.009183934E-1,3.293329242E0
2.561486252E2,-3.595657557E-1,8.457248998E-1,2.143336658E0,2.332044204E0
2.561586402E2,9.463250756E-1,1.859924747E-1,2.583772038E0,2.757898166E0
2.561686552E2,9.139578134E-1,2.631330366E-1,2.989660021E0,3.137295797E0
2.561786702E2,8.135277915E-1,1.040670485E0,3.266865113E0,3.523809046E0
2.561886842E2,5.210336924E-1,1.704932309E0,2.647142699E0,3.191494126E0
2.561986993E2,4.103692889E-1,2.077198802E0,2.138602753E0,3.009448380E0
2.562087143E2,1.286802596E-1,2.057381711E0,1.793118846E0,2.732151773E0
2.562187293E2,-2.910346341E-1,1.483799677E0,1.568796265E0,2.178872268E0
2.562287443E2,-4.746015376E-1,6.877049200E-1,1.452650974E0,1.675822046E0
2.562387593E2,-6.567937607E-1,7.482491836E-2,1.503387264E0,1.642300240E0
2.562487743E2,-7.982665586E-1,-4.877892016E-1,1.372847298E0,1.661287906E0
2.562587893E2,-6.509775352E-1,-8.818833505E-1,1.381545323E0,1.763563856E0
2.562688033E2,-4.419138479E-1,-1.352635374E0,1.434155646E0,2.020324905E0
2.562788183E2,-2.844378054E-2,-1.557577066E0,1.259275366E0,2.003154965E0
2.562888333E2,5.708741891E-1,-1.498911659E0,1.120456620E0,1.956541985E0
2.562988483E2,1.182530953E0,-1.030168155E0,1.138634444E0,1.938069730E0
2.563088633E2,1.829186811E0,-3.302307133E-1,1.095953278E0,2.157797558E0
2.563188783E2,2.363366214E0,1.455692111E-1,9.153444806E-1,2.538610993E0
2.563288932E2,2.727664121E0,3.447619213E-1,8.227514818E-1,2.869831414E0
2.563389072E2,2.829702128E0,3.376283182E-1,1.108877963E0,3.057910618E0
2.563489222E2,2.829398657E0,1.904720266E-1,1.319028648E0,3.127557022E0
2.563589372E2,3.087711688E0,1.286877148E-1,1.282666568E0,3.346006204E0
2.563689522E2,3.240128134E0,1.805504711E-1,1.137087270E0,3.438603824E0
2.563789672E2,3.273230392E0,2.413278924E-1,9.930399433E-1,3.429053029E0
2.563889823E2,3.240947329E0,4.596038680E-1,9.238533488E-1,3.401246877E0
2.563989973E2,3.306895151E0,7.230465147E-1,8.219056821E-1,3.483372038E0
2.564090113E2,3.378340525E0,8.330101293E-1,6.983797431E-1,3.548918828E0
2.564190263E2,3.361847869E0,6.560806927E-1,5.963832521E-1,3.476799671E0
2.564290413E2,3.306559521E0,1.647512944E-1,4.399652633E-1,3.339767700E0
2.564390563E2,3.316209181E0,-3.130437000E-1,2.483572689E-1,3.340197752E0
2.564490713E2,3.253624093E0,-5.843002734E-1,1.650440937E-1,3.309790945E0
2.564590863E2,3.098385780E0,-7.238603009E-1,4.454672009E-2,3.182130196E0
2.564691013E2,2.750557140E0,-8.261427207E-1,-2.485601673E-1,2.882682524E0
2.564791153E2,2.322052127E0,-8.475717428E-1,-5.506182647E-1,2.532485817E0
2.564891303E2,1.798262642E0,-9.302974190E-1,-5.471096429E-1,2.097267455E0
2.564991453E2,1.167328777E0,-1.082459073E0,-6.226413435E-1,1.709402341E0
2.565091603E2,6.705838341E-1,-1.230321416E0,-8.150784731E-1,1.621026336E0
2.565191752E2,1.710836828E-1,-1.446742947E0,-1.286328971E0,1.943444624E0
2.565291902E2,-2.422612542E-1,-1.707247953E0,-1.905088056E0,2.569581014E0
2.565392052E2,-6.829992270E-1,-1.909766998E0,-2.012431533E0,2.857197684E0
2.565492202E2,-1.526350157E0,-2.146837386E0,-1.957792811E0,3.282012836E0
2.565592342E2,-2.117739887E0,-2.209082751E0,-2.239088323E0,3.791884143E0
2.565692492E2,-2.483969130E0,-2.127043684E0,-2.715379121E0,4.250611867E0
2.565792643E2,-2.748531080E0,-1.953998699E0,-3.039859537E0,4.540185020E0
2.565892793E2,-2.842464845E0,-1.917448631E0,-3.480358358E0,4.885602312E0
2.565992943E2,-2.944280657E0,-2.083207547E0,-3.662765759E0,5.140466446E0
2.566093093E2,-2.875378237E0,-2.339314570E0,-3.550491325E0,5.132853135E0
2.566193243E2,-2.887790122E0,-2.511238497E0,-3.155390870E0,4.960054649E0
2.566293383E2,-3.233721340E0,-2.488691634E0,-2.791973553E0,4.944254856E0
2.566393533E2,-4.124507807E0,-2.022429395E0,-2.017433242E0,5.017152798E0
2.566493683E2,-5.196211220E0,-1.537375813E0,-1.181170014E0,5.546106566E0
2.566593833E2,-5.698199362E0,-1.373323554E0,-6.917899311E-1,5.902039212E0
2.566693983E2,-5.384396254E0,-1.569118739E0,-2.076527542E-1,5.612216702E0
2.566794133E2,-4.563402153E0,-1.800720665E0,2.802918372E-1,4.913837364E0
2.566894283E2,-3.589950090E0,-1.874422480E0,8.894255278E-1,4.146357323E0
2.566994433E2,-1.973661570E0,-1.150070574E0,2.251049680E0,3.207058930E0
2.567094573E2,-7.839169067E-1,-3.998856698E-1,3.027472210E0,3.152780083E0
2.567194722E2,-2.144478035E-1,4.354379104E-1,3.206059625E0,3.242593461E0
2.567294872E2,-2.055652982E-1,1.380144623E0,3.850435946E0,4.095474728E0
2.567395022E2,-9.482067096E-1,1.929939015E0,4.069659755E0,4.602813388E0
2.567495172E2,-1.322905644E0,3.087262622E0,3.528579176E0,4.871564517E0
2.567595322E2,-1.553626249E0,4.433717342E0,2.683396898E0,5.410381031E0
2.567695473E2,-1.579499009E0,5.755225502E0,1.786515293E0,6.229692977E0
2.567795613E2,-1.361965045E0,6.422915549E0,9.550979456E-1,6.634832704E0
2.567895763E2,-1.509375690E0,5.360300463E0,8.028765035E-1,5.626335105E0
2.567995913E2,-1.177766057E0,4.086785665E0,1.387879905E0,4.473830639E0
2.568096064E2,-3.933199775E-1,3.189299458E0,1.455461146E0,3.527704464E0
2.568196214E2,1.451793480E-1,2.326006453E0,1.409662829E0,2.723698286E0
2.568296364E2,6.340428293E-1,1.781182048E0,1.495982058E0,2.410929720E0
2.568396514E2,9.801079488E-1,1.542444326E0,1.445984564E0,2.330368522E0
2.568496654E2,1.193526642E0,1.840674690E0,1.065642481E0,2.438889718E0
2.568596804E2,1.592627177E0,2.021182184E0,4.484112740E-1,2.612032047E0
2.568696954E2,2.125100947E0,1.908444065E0,1.056124091E-2,2.856278055E0
2.568797104E2,2.635493292E0,1.757152331E0,-1.472866845E-1,3.170978172E0
2.568897254E2,3.011106146E0,1.341091070E0,8.447764814E-2,3.297335584E0
2.568997404E2,3.356567833E0,8.865972295E-1,2.707962513E-1,3.482231020E0
2.569097554E2,3.653649657E0,5.509771375E-1,3.770334354E-1,3.714146717E0
2.569197704E2,3.786260415E0,2.786818063E-1,4.945083833E-1,3.828572844E0
2.569297844E2,3.710931906E0,6.772800654E-2,4.842278087E-1,3.743004042E0
2.569397994E2,3.555151556E0,-1.486066934E-1,3.995355678E-1,3.580616595E0
2.569498144E2,3.170713499E0,-4.843552780E-1,2.235250211E-1,3.215274103E0
2.569598294E2,2.744339211E0,-8.795155205E-1,-6.974178761E-2,2.882673962E0
2.569698444E2,2.467854788E0,-1.264611828E0,-2.868643999E-1,2.787802273E0
2.569798594E2,2.258098791E0,-1.719127741E0,-5.528124323E-1,2.891368521E0
2.569898744E2,2.648640171E0,-1.632786147E0,-7.786012030E-1,3.207414097E0
2.569998894E2,2.940562413E0,-1.198213917E0,-1.222577656E0,3.402546108E0
2.570099034E2,2.823206456E0,-5.896111532E-1,-1.633627561E0,3.314645533E0
2.570199184E2,2.676983964E0,2.498076707E-2,-1.318950588E0,2.984375619E0
2.570299334E2,2.553763250E0,5.583582240E-1,-9.425267243E-1,2.778817603E0
2.570399484E2,2.132236304E0,6.630162214E-1,-8.922450551E-1,2.404604626E0
2.570499634E2,1.733490695E0,4.604556611E-1,-9.358889651E-1,2.023091091E0
2.570599784E2,1.415968174E0,1.937635705E-1,-1.067642521E0,1.783920050E0
