"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.558682800E1,-2.106858219E0,-1.033217624E-1,1.964932262E0,2.882791310E0
3.559684200E1,-2.300728501E0,-9.242021352E-1,2.046911395E0,3.215174564E0
3.560685600E1,-2.027237268E0,-1.601558507E0,1.410107510E0,2.943311703E0
3.561687058E1,-1.388790901E0,-1.743812493E0,8.390894794E-1,2.381951580E0
3.562688358E1,-6.053271532E-1,-1.673965455E0,4.785969400E-1,1.843267842E0
3.563689758E1,1.184797919E-1,-1.479048375E0,6.102923164E-1,1.604393427E0
3.564691158E1,6.133243901E-1,-1.275955134E0,9.018675256E-1,1.678568838E0
3.565692458E1,1.185928770E0,-9.830755569E-1,1.156017339E0,1.925938910E0
3.566693858E1,1.996637619E0,-7.505028467E-1,1.303918858E0,2.500004139E0
3.567695258E1,2.637317038E0,-5.845253912E-1,1.622079018E0,3.150912794E0
3.568696558E1,3.135419120E0,-4.296215388E-1,2.065415493E0,3.779069844E0
3.569697958E1,3.630436796E0,-2.780960615E-1,2.312981634E0,4.313617135E0
3.570699358E1,4.165717814E0,-7.656811953E-2,2.189648945E0,4.706764291E0
3.571700658E1,4.679984524E0,1.423158203E-1,1.900378709E0,5.053112721E0
3.572702058E1,4.987963804E0,4.045299670E-1,1.556968517E0,5.240952048E0
3.573703458E1,5.208296830E0,6.755393493E-1,1.284038032E0,5.406612891E0
3.574704858E1,5.286596895E0,9.127926095E-1,1.091696358E0,5.474769220E0
3.575706158E1,5.282106818E0,1.086410183E0,1.038690325E0,5.491795436E0
3.576707558E1,5.266934463E0,1.162998476E0,1.059057347E0,5.496796026E0
3.577708958E1,5.097047120E0,1.135517293E0,1.030926100E0,5.322790386E0
3.578710258E1,4.798715161E0,1.023583313E0,9.369104737E-1,4.995316930E0
3.579711658E1,4.401454745E0,9.186038648E-1,8.448982497E-1,4.574985244E0
3.580713058E1,4.071570625E0,8.095424755E-1,8.009061380E-1,4.227824147E0
3.581714358E1,3.847553269E0,7.045415390E-1,7.428045487E-1,3.981432347E0
3.582715758E1,3.714089402E0,4.884934987E-1,5.298819914E-1,3.783366346E0
3.583717158E1,3.714975255E0,3.181629373E-1,2.330175371E-1,3.735848762E0
3.584718558E1,3.531696035E0,1.688531162E-1,-1.047765496E-1,3.537282344E0
3.585719858E1,3.279077607E0,-3.885986432E-2,-3.612553087E-1,3.299146169E0
3.586721258E1,3.252407872E0,-1.377529456E-1,-4.557680945E-1,3.287074291E0
3.587722658E1,3.028599846E0,-1.832229410E-1,-3.358830705E-1,3.052671798E0
3.588723958E1,2.470717000E0,-1.481817470E-1,-1.809290783E-1,2.481760596E0
3.589725358E1,1.744389321E0,-4.410108916E-1,-4.900659612E-1,1.864818853E0
3.590726758E1,9.588673532E-1,-9.301959698E-1,-1.164421249E0,1.772164775E0
3.591728058E1,1.237580734E-1,-1.510353491E0,-1.920964562E0,2.446750616E0
3.592729458E1,-9.375378799E-1,-2.239445734E0,-2.273002466E0,3.325753251E0
3.593730858E1,-2.000177523E0,-2.923892586E0,-2.016524438E0,4.076300871E0
3.594732158E1,-2.915515864E0,-3.514273086E0,-1.774508182E0,4.898900629E0
3.595733558E1,-3.531409521E0,-3.878208466E0,-1.890506270E0,5.575425371E0
3.596734958E1,-3.817610847E0,-3.950986421E0,-2.411468626E0,5.999968934E0
3.597736358E1,-3.889898804E0,-3.837263923E0,-2.995652832E0,6.231359644E0
3.598737658E1,-4.003206149E0,-3.545341682E0,-3.622534576E0,6.458936745E0
3.599739058E1,-4.057589348E0,-3.216466792E0,-4.026048005E0,6.558868231E0
3.600740458E1,-3.813507856E0,-2.908118844E0,-4.018559768E0,6.256901788E0
3.601741758E1,-3.250689960E0,-2.653570251E0,-3.887309365E0,5.720104404E0
3.602743158E1,-2.922298050E0,-2.383087995E0,-3.423682466E0,5.093185243E0
3.603744558E1,-2.022754793E0,-1.368714778E0,-2.544654458E0,3.527064417E0
3.604745858E1,-2.591853182E0,-9.718100189E-1,-1.350068592E0,3.079740709E0
3.605747258E1,-4.912857488E0,-1.534316842E0,-6.070140749E-2,5.147230472E0
3.606748658E1,-6.497567536E0,-1.879911553E0,2.804543898E-1,6.769867502E0
3.607749958E1,-5.647213395E0,-2.252538527E0,3.861562613E-1,6.092131450E0
3.608751358E1,-3.575675282E0,-2.040647565E0,2.226209684E0,4.680353167E0
3.609752758E1,-2.361258878E0,-1.569734743E0,3.358093371E0,4.395042860E0
3.610754158E1,-1.374713144E0,-8.933940330E-1,3.618633606E0,3.972719258E0
3.611755458E1,-7.218621612E-1,5.292314887E-3,3.537761936E0,3.610660951E0
3.612756858E1,-5.425029141E-1,1.186038698E0,3.315228018E0,3.562546002E0
3.613758258E1,-9.588246685E-1,2.302721671E0,3.094717529E0,3.974814263E0
3.614759558E1,-1.277574520E0,3.424890501E0,2.825033126E0,4.619835902E0
3.615760958E1,-1.671008518E0,4.039849773E0,2.315402673E0,4.947094622E0
3.616762358E1,-2.236630154E0,4.356873819E0,1.467470157E0,5.112566144E0
3.617763658E1,-2.475820450E0,4.772619622E0,7.708337617E-1,5.431553153E0
3.618765058E1,-2.085545703E0,4.953155914E0,4.607699490E-1,5.394030342E0
3.619766458E1,-1.261537946E0,4.567709797E0,7.956282949E-1,4.805046843E0
3.620767758E1,-1.023066857E0,3.078198853E0,1.799277719E0,3.709363056E0
3.621769158E1,-7.536113727E-1,2.013064933E0,2.127992103E0,3.024683606E0
3.622770558E1,-2.838279408E-1,1.195538231E0,1.836282700E0,2.209480508E0
3.623771958E1,3.241731441E-1,5.339000519E-1,1.299855043E0,1.442137520E0
3.624773258E1,8.522539008E-1,-7.741713524E-3,1.007991566E0,1.320016531E0
3.625774658E1,1.348062705E0,-3.448094299E-1,9.859306061E-1,1.705352092E0
3.626776058E1,2.035454945E0,-3.528486206E-1,9.142194763E-1,2.259065345E0
3.627777358E1,2.755398050E0,-2.354308292E-1,7.364334226E-1,2.861814158E0
3.628778758E1,3.200188728E0,-1.032324462E-1,6.469830099E-1,3.266565757E0
3.629780158E1,3.310463122E0,-1.908218363E-1,4.997831565E-1,3.353410541E0
3.630781458E1,3.360548033E0,-3.364655994E-1,1.689064720E-1,3.381570874E0
3.631782858E1,3.703353329E0,-3.496526787E-1,6.021521151E-2,3.720310303E0
3.632784258E1,3.969913273E0,-5.567591567E-1,-1.468747482E-1,4.011454143E0
3.633785558E1,4.070407029E0,-8.291807878E-1,-4.229782248E-1,4.175483773E0
3.634786958E1,3.998780392E0,-1.113973958E0,-1.012442174E0,4.272730012E0
3.635788358E1,3.912615822E0,-1.340221881E0,-1.696210310E0,4.470110365E0
3.636789758E1,3.953404829E0,-1.386578314E0,-1.915674732E0,4.606714539E0
3.637791058E1,4.028748541E0,-1.253336642E0,-1.431168889E0,4.455323999E0
3.638792458E1,4.178665304E0,-1.021652416E0,-2.841676641E-1,4.311121506E0
3.639793858E1,4.275288788E0,-7.897783750E-1,7.183330742E-1,4.406568564E0
3.640795158E1,4.406558779E0,-4.273851250E-1,1.217589689E0,4.591616597E0
3.641796558E1,4.624698515E0,1.808032170E-3,1.286156186E0,4.800212220E0
3.642797958E1,4.510127002E0,2.777203048E-1,8.920667151E-1,4.605882887E0
3.643799258E1,3.932290533E0,4.053231418E-1,-3.683628917E-2,3.953296422E0
3.644800658E1,3.270440100E0,4.568259289E-1,-9.918751779E-1,3.447939203E0
3.645802058E1,2.684061434E0,4.574211755E-1,-1.671626861E0,3.194957946E0
3.646803358E1,1.989833214E0,3.278174213E-1,-1.885523565E0,2.760815024E0
3.647804758E1,1.240573339E0,1.710930383E-1,-1.825966165E0,2.214147121E0
3.648806158E1,5.448552489E-1,9.717816599E-2,-1.440760661E0,1.543406013E0
3.649807458E1,-6.413787460E-1,-1.222459835E-1,-1.219371336E0,1.383176500E0
3.650808858E1,-2.043348686E0,-6.101458436E-1,-2.184930242E0,3.053108574E0
3.651810258E1,-3.253393713E0,-1.168875000E0,-2.776631921E0,4.434018972E0
3.652811658E1,-4.304412600E0,-1.652306491E0,-3.014983142E0,5.508920758E0
3.653812958E1,-4.912659853E0,-2.091934955E0,-3.922918324E0,6.625685388E0
3.654814358E1,-4.605789204E0,-2.293305168E0,-4.347693398E0,6.736095358E0
3.655815758E1,-3.837128268E0,-2.255472514E0,-4.361171230E0,6.231414294E0
3.656817058E1,-3.200362975E0,-1.895717893E0,-4.737282852E0,6.023115333E0
3.657818458E1,-2.484594197E0,-1.705609709E0,-5.317095387E0,6.111776841E0
3.658819858E1,-1.452154253E0,-1.865605609E0,-4.776763544E0,5.329794201E0
3.659821158E1,-1.154248556E0,-1.644321241E0,-1.901016347E0,2.765853436E0
3.660822558E1,-2.391864374E0,-5.516459128E-1,-2.171316755E-1,2.464239144E0
3.661824221E1,-3.791359187E0,5.149063951E-1,1.222203727E0,4.016629810E0
3.662825521E1,-4.430082128E0,9.081348637E-1,2.447269081E0,5.141931791E0
3.663826921E1,-5.049485283E0,1.097397028E0,1.974628407E0,5.531793490E0
3.664828321E1,-5.220459623E0,1.814744627E0,1.831064060E0,5.822309880E0
3.665829621E1,-5.293252780E0,1.629102693E0,2.401780082E0,6.036642125E0
3.666831021E1,-5.151232098E0,1.155308802E0,2.535652377E0,5.856574386E0
3.667832421E1,-3.439332247E0,8.543091971E-1,2.511445781E0,4.343525114E0
3.668833821E1,-1.471009769E0,5.356659110E-1,2.557116336E0,2.998274782E0
3.669835121E1,-5.171944106E-1,2.623025858E-1,2.762552118E0,2.822762284E0
3.670836521E1,-4.275086474E-1,1.607937527E-1,3.083950174E0,3.117589926E0
3.671837921E1,-1.227115973E0,3.365913145E-1,3.289019336E0,3.526578443E0
3.672839221E1,-1.981426088E0,3.183458090E-1,2.524412859E0,3.224911421E0
3.673840621E1,-2.377889528E0,7.691544414E-2,1.255969058E0,2.690303490E0
3.674842021E1,-1.902652398E0,4.110768020E-2,5.729210070E-1,1.987464332E0
3.675843321E1,-9.635907340E-1,3.240892366E-1,4.839193681E-1,1.125930234E0
3.676844721E1,-3.687540704E-1,1.614234978E-1,4.492234522E-1,6.031905338E-1
3.677846121E1,1.144995922E-1,2.167109683E-2,9.177020779E-1,9.250712929E-1
3.678847421E1,7.060308248E-1,1.113130058E-1,1.215044688E0,1.409682129E0
3.679848821E1,1.190384933E0,8.411044300E-2,1.092269239E0,1.617758618E0
3.680850221E1,1.698873425E0,2.741633704E-1,1.063923107E0,2.023182850E0
3.681851521E1,1.892251371E0,4.089579172E-1,1.168730647E0,2.261369752E0
3.682852921E1,2.203598063E0,4.942686474E-1,1.448485710E0,2.682956722E0
3.683854321E1,2.680687006E0,5.728261359E-1,1.677379352E0,3.213691662E0
3.684855621E1,3.320513901E0,6.354090312E-1,1.580324636E0,3.731887345E0
3.685857021E1,4.057048481E0,6.720449071E-1,1.607056059E0,4.415191492E0
3.686858421E1,4.639180899E0,6.847109994E-1,1.570700119E0,4.945495670E0
3.687859821E1,4.925503846E0,6.423999622E-1,1.440787851E0,5.171956640E0
3.688861121E1,4.771583496E0,4.586501871E-1,1.210358730E0,4.944020359E0
3.689862521E1,4.437488796E0,2.334742047E-1,9.897549775E-1,4.552519295E0
3.690863921E1,4.276016182E0,7.647207901E-2,8.731790391E-1,4.364928865E0
3.691865221E1,4.124301401E0,6.346129328E-2,8.051651037E-1,4.202639673E0
3.692866621E1,3.928546561E0,2.021959864E-1,7.379481438E-1,4.002365396E0
3.693868021E1,3.733243711E0,3.229401125E-1,4.391981086E-1,3.772836320E0
3.694869321E1,3.643553270E0,4.440397494E-1,1.950843103E-1,3.675691720E0
3.695870721E1,3.526512478E0,3.850107917E-1,1.049638067E-1,3.549019719E0
3.696872121E1,3.395303298E0,1.324442585E-1,-5.503384754E-2,3.398331162E0
3.697873421E1,3.060658375E0,-6.836842284E-2,-1.571617547E-1,3.065453269E0
3.698874821E1,2.653878107E0,-1.548310545E-1,-2.045877899E-1,2.666251643E0
3.699876221E1,2.139119647E0,-2.228451361E-1,-4.113912360E-1,2.189688463E0
3.700877521E1,1.513685088E0,-3.610699520E-1,-7.924170041E-1,1.746292863E0
3.701878921E1,8.301426548E-1,-6.209797110E-1,-1.319992415E0,1.678431591E0
3.702880321E1,1.019222313E-1,-9.854661910E-1,-2.050757547E0,2.277528984E0
3.703881621E1,-6.548074615E-1,-1.503403052E0,-2.890655258E0,3.323384023E0
3.704883021E1,-1.605476434E0,-2.164288402E0,-2.767224044E0,3.862541621E0
3.705884421E1,-2.531008226E0,-2.525319762E0,-2.209133037E0,4.202798034E0
3.706885821E1,-3.437954643E0,-2.743492534E0,-2.066361280E0,4.859643233E0
3.707887121E1,-4.199146346E0,-2.922088135E0,-2.993817976E0,5.927425679E0
3.708888521E1,-4.328144109E0,-2.940383780E0,-4.239543589E0,6.734420395E0
3.709889921E1,-4.222296642E0,-3.017089602E0,-4.875597276E0,7.120538420E0
3.710891221E1,-4.112119896E0,-3.131431319E0,-4.499125758E0,6.852556073E0
3.711892621E1,-3.895876998E0,-3.072347544E0,-3.558369863E0,6.105667293E0
3.712894021E1,-3.442563418E0,-2.708869708E0,-2.897049773E0,5.251867798E0
3.713895321E1,-2.874055597E0,-2.279707615E0,-2.453819132E0,4.413444314E0
3.714896721E1,-2.437643394E0,-2.016792825E0,-1.554324114E0,3.524979726E0
3.715898121E1,-2.405307122E0,-2.010344224E0,-5.082838386E-2,3.135214470E0
3.716899421E1,-2.824532604E0,-1.877923354E0,6.052604949E-1,3.445420268E0
3.717900821E1,-3.458860778E0,-1.581907038E0,5.794932774E-1,3.847331571E0
3.718902221E1,-3.072129443E0,-1.199962234E0,5.847791603E-1,3.349605252E0
3.719903521E1,-1.665377065E0,-8.588002972E-1,1.368966793E0,2.320579410E0
3.720904921E1,-3.827827102E-1,-3.340100612E-1,2.388854519E0,2.442275832E0
3.721906321E1,2.517705810E-1,3.498215170E-1,2.969227218E0,3.000345612E0
3.722907621E1,5.588768721E-3,1.408113610E0,3.233416700E0,3.526726347E0
3.723909021E1,-8.278452837E-1,2.714833576E0,3.122312294E0,4.219535901E0
3.724910421E1,-2.336625143E0,3.840994447E0,2.316518615E0,5.057599617E0
3.725911721E1,-4.064196117E0,4.311446800E0,1.271158663E0,6.059876891E0
3.726913121E1,-5.699848861E0,4.222980766E0,3.449532714E-1,7.102171242E0
3.727914521E1,-6.223314995E0,4.571775074E0,-3.208250284E-2,7.722163307E0
3.728915921E1,-5.744535037E0,4.171734599E0,5.372845665E-1,7.119812291E0
3.729917221E1,-4.097311823E0,2.324512343E0,1.754779823E0,5.026984586E0
3.730918621E1,-1.823737206E0,5.131918453E-1,2.395103439E0,3.053834270E0
3.731920021E1,-3.207782507E-3,-3.437252100E-1,1.773632708E0,1.806635074E0
3.732921321E1,1.175010849E0,-7.372378533E-1,8.340342692E-1,1.618574469E0
3.733922721E1,1.825577325E0,-5.216673844E-1,5.843827191E-1,1.986547908E0
3.734924121E1,2.114998713E0,6.993708462E-3,7.824472091E-1,2.255103568E0
3.735925421E1,2.541402236E0,4.315131131E-1,8.752042222E-1,2.722298904E0
3.736926821E1,3.094320796E0,7.002264400E-1,8.596672931E-1,3.286969137E0
3.737928221E1,3.484134198E0,7.665918991E-1,8.675665891E-1,3.671447403E0
3.738929521E1,3.958819351E0,6.934743677E-1,8.210803476E-1,4.102112905E0
3.739930921E1,4.432408150E0,5.750855000E-1,8.770919958E-1,4.554805782E0
3.740932321E1,4.961322720E0,4.081169415E-1,1.003150656E0,5.078148660E0
3.741933621E1,5.422451688E0,2.374660988E-1,1.086788937E0,5.535384598E0
3.742935021E1,5.802411947E0,1.054752919E-1,1.224740249E0,5.931197023E0
3.743936421E1,6.129107580E0,5.548642203E-2,1.430700819E0,6.294119740E0
3.744937721E1,6.159615428E0,9.399764612E-2,1.539565157E0,6.349799890E0
3.745939121E1,6.045400010E0,1.554230851E-1,1.519377937E0,6.235344973E0
3.746940521E1,5.695690906E0,1.348291916E-1,1.215491123E0,5.825503624E0
3.747941821E1,4.903848683E0,-2.856927641E-1,5.363443342E-1,4.941357861E0
3.748943221E1,5.010805952E0,2.875032082E-2,-3.751281202E-3,5.010889835E0
3.749944621E1,5.255679157E0,5.058243535E-1,-6.647158608E-1,5.321641557E0
3.750945921E1,5.067153230E0,8.120136550E-1,-1.201178893E0,5.270506500E0
3.751947321E1,4.028509390E0,8.196552350E-1,-1.375031525E0,4.334908800E0
3.752948721E1,2.777405216E0,4.983061498E-1,-1.370212542E0,3.136840953E0
3.753950121E1,1.874581085E0,2.596361093E-1,-1.525186854E0,2.430567854E0
3.754951421E1,8.712117434E-1,-2.764914393E-2,-1.884195662E0,2.076046163E0
3.755952821E1,-2.232665741E-1,-3.440965082E-1,-2.233972887E0,2.271317949E0
3.756954221E1,-1.383467596E0,-6.612186411E-1,-2.576134697E0,2.997943071E0
3.757955521E1,-2.563896475E0,-1.114406944E0,-3.064022571E0,4.147734597E0
3.758956921E1,-3.900702120E0,-2.184525761E0,-2.775261334E0,5.262100845E0
3.759958321E1,-5.253577083E0,-3.040258024E0,-2.380425758E0,6.519943851E0
3.760959621E1,-5.789006036E0,-2.937292650E0,-2.980138707E0,7.142933971E0
3.761960721E1,-5.705294373E0,-3.010158312E0,-3.916592221E0,7.546597351E0
3.762962121E1,-5.141147406E0,-3.090793755E0,-4.801451073E0,7.683640745E0
3.763963421E1,-4.256813926E0,-2.878841543E0,-4.989772933E0,7.162822582E0
3.764964821E1,-3.561153722E0,-2.496275765E0,-4.585887913E0,6.320093075E0
3.765966221E1,-3.143200010E0,-2.165270441E0,-4.439222496E0,5.854468272E0
3.766967521E1,-1.931114890E0,-1.907018660E0,-5.271028683E0,5.928715567E0
3.767968921E1,-1.885960937E-1,-1.823753140E0,-5.981629107E0,6.256319267E0
3.768970321E1,6.394865870E-1,-1.779924166E0,-3.629505627E0,4.092723326E0
3.769971621E1,-9.696256453E-1,-8.284241581E-1,2.172885563E0,2.519502361E0
3.770973021E1,-3.066610256E0,5.542793526E-1,3.972360040E0,5.048858124E0
3.771974421E1,-4.299017959E0,1.117263894E0,2.421734582E0,5.059113796E0
3.772975721E1,-4.486990154E0,9.168219258E-1,1.930198924E0,4.969840136E0
3.773977121E1,-3.836858127E0,1.182450262E0,3.204550751E0,5.137004421E0
3.774978521E1,-3.755494705E0,1.962362410E0,3.961650572E0,5.800800115E0
3.775979821E1,-3.857119898E0,2.639920219E0,4.028825432E0,6.170736345E0
3.776981221E1,-3.204598698E0,2.657056069E0,3.848179213E0,5.669028402E0
3.777982621E1,-2.501813078E0,2.436071663E0,3.382038889E0,4.861244786E0
3.778983921E1,-2.379329697E0,2.089552215E0,2.659243512E0,4.135095443E0
3.779985321E1,-2.234590060E0,1.373356298E0,1.965970727E0,3.277886691E0
3.780986721E1,-1.993135722E0,3.095242609E-1,1.506642409E0,2.517611293E0
3.781988021E1,-2.001106061E0,-4.921988793E-1,7.625859717E-1,2.197321681E0
3.782989421E1,-2.137131009E0,-1.277283767E0,8.379089266E-2,2.491145055E0
3.783990821E1,-2.456628134E0,-1.763000862E0,4.572472939E-1,3.058147955E0
3.784992121E1,-2.619519868E0,-1.858723583E0,9.455108508E-1,3.348242593E0
3.785993521E1,-2.124199306E0,-1.739768851E0,7.902003247E-1,2.857172536E0
3.786994921E1,-8.439204490E-1,-1.442080524E0,3.208644971E-1,1.701397069E0
3.787996321E1,5.610070127E-1,-8.553462008E-1,3.734441221E-1,1.088947429E0
3.788997621E1,1.563927873E0,-3.017286068E-1,1.063662322E0,1.915277546E0
3.789999021E1,2.263654815E0,1.040668438E-1,1.940809866E0,2.983572685E0
3.791000421E1,2.898287628E0,3.553810497E-1,2.494780339E0,3.840611385E0
3.792001721E1,3.515326170E0,6.302678668E-1,2.694380600E0,4.473750382E0
3.793003121E1,4.150391677E0,8.472770432E-1,2.658900281E0,5.001337837E0
3.794004521E1,4.684776317E0,1.013308878E0,2.411810103E0,5.365701445E0
3.795005821E1,5.221738409E0,1.080289610E0,2.158614556E0,5.752668464E0
3.796007221E1,5.581534545E0,1.036560038E0,1.996898405E0,6.017938836E0
3.797008621E1,5.626538810E0,9.073677090E-1,1.767999208E0,5.967166525E0
3.798009921E1,5.543261595E0,7.884943995E-1,1.741109033E0,5.863525663E0
3.799011321E1,5.378212239E0,7.371997002E-1,1.690439401E0,5.685614800E0
3.800012721E1,5.230988120E0,7.666380921E-1,1.423027518E0,5.475032236E0
3.801014021E1,5.057248632E0,8.744877921E-1,9.799345788E-1,5.225013340E0
3.802015421E1,4.668532752E0,9.823452397E-1,5.003576455E-1,4.796932144E0
3.803016821E1,4.313506774E0,1.032679241E0,1.477370663E-1,4.437859095E0
3.804018121E1,4.022527104E0,1.018951149E0,-1.645171134E-1,4.152836576E0
3.805019521E1,3.692589190E0,8.863132010E-1,-3.437183395E-1,3.812992042E0
3.806020921E1,3.323916981E0,6.277747603E-1,-3.101268165E-1,3.396866775E0
3.807022221E1,2.820919025E0,3.283414780E-1,-3.741981205E-1,2.864509819E0
3.808023621E1,2.071772001E0,-1.418556444E-1,-7.599180333E-1,2.211297734E0
3.809025021E1,1.055983758E0,-7.970130618E-1,-1.493245269E0,1.995022043E0
3.810026321E1,3.077389598E-3,-1.544007579E0,-2.269851402E0,2.745212972E0
3.811027721E1,-1.005711737E0,-2.309134604E0,-3.193412682E0,4.067117318E0
3.812029121E1,-1.930721957E0,-3.093974056E0,-3.834503453E0,5.291859736E0
3.813030421E1,-2.797412049E0,-3.623873296E0,-3.257778832E0,5.618816135E0
3.814031821E1,-3.742456584E0,-3.836849063E0,-2.394804354E0,5.870475271E0
3.815033221E1,-4.586910299E0,-3.955056083E0,-2.816829482E0,6.679576561E0
3.816034521E1,-4.992737471E0,-3.926388354E0,-3.664802929E0,7.333125764E0
3.817035921E1,-4.944230724E0,-3.903684200E0,-4.356935799E0,7.659442365E0
3.818037321E1,-4.692620941E0,-3.659708542E0,-3.990004013E0,7.164795178E0
3.819038621E1,-4.167072614E0,-2.975341067E0,-3.553205310E0,6.232368459E0
3.820040021E1,-3.673333724E0,-2.217987622E0,-2.845521770E0,5.148771104E0
3.821041421E1,-3.609507857E0,-1.579761695E0,-1.118633458E0,4.095794770E0
3.822042721E1,-4.405624394E0,-1.213953159E0,8.514455232E-1,4.648458675E0
3.823044121E1,-5.446270906E0,-1.203966407E0,1.722540761E0,5.837683493E0
3.824045521E1,-6.115350251E0,-1.527908733E0,1.483981233E0,6.475663216E0
3.825046821E1,-5.252583057E0,-1.645361461E0,1.851091651E0,5.807183776E0
3.826048221E1,-3.529868195E0,-1.664190665E0,3.499069741E0,5.241468219E0
3.827049621E1,-2.792595697E0,-1.187038572E0,4.614906183E0,5.523134108E0
3.828050921E1,-2.844829459E0,-8.664418772E-2,4.971868173E0,5.728877290E0
3.829052321E1,-3.192913038E0,1.198103112E0,4.357450062E0,5.533309658E0
3.830053721E1,-3.694612911E0,2.343352218E0,2.739771658E0,5.162151966E0
3.831055021E1,-4.060858526E0,3.543650082E0,9.315295735E-1,5.469531536E0
3.832056421E1,-4.103286508E0,5.062070830E0,1.013161674E-1,6.517038148E0
3.833057821E1,-3.808879200E0,6.456951022E0,-5.604787168E-1,7.517573654E0
3.834059221E1,-3.118827646E0,7.030231340E0,-8.650932169E-1,7.739484792E0
3.835060521E1,-2.201865533E0,6.349128950E0,9.204452991E-2,6.720723357E0
3.836061921E1,-1.813088842E0,4.223915736E0,1.033275804E0,4.711307057E0
3.837063321E1,-9.438961422E-1,2.840853937E0,1.228974802E0,3.236011447E0
3.838064621E1,2.222444808E-1,1.885540083E0,8.437792388E-1,2.077647087E0
3.839066021E1,1.177859028E0,1.182256134E0,4.223958421E-1,1.721481834E0
3.840067421E1,2.026592905E0,6.632384156E-1,4.368270627E-1,2.176644638E0
3.841068721E1,2.798256387E0,4.112950493E-1,6.265616092E-1,2.896891761E0
3.842070121E1,3.382731199E0,2.989282291E-1,8.634416708E-1,3.503963466E0
3.843071521E1,3.855211952E0,2.096674123E-1,9.854733539E-1,3.984692880E0
3.844072821E1,4.232662001E0,1.861883564E-1,1.136354029E0,4.386501362E0
3.845074221E1,4.577781626E0,2.207876471E-1,1.278873187E0,4.758187515E0
3.846075621E1,4.834470885E0,1.325783059E-1,1.175568674E0,4.977112361E0
3.847076921E1,4.895512893E0,-1.270610194E-1,8.471630225E-1,4.969896998E0
3.848078321E1,5.439600402E0,-1.702674115E-1,7.654028678E-1,5.495824331E0
3.849079721E1,5.974149349E0,-1.888729593E-1,9.747378659E-1,6.056091755E0
3.850081021E1,6.561028537E0,-1.458979708E-1,1.223820482E0,6.675785965E0
3.851082421E1,7.078922859E0,-6.068971306E-2,1.329378512E0,7.202921582E0
3.852083821E1,7.227435704E0,-1.190156892E-2,1.335899034E0,7.349870389E0
3.853085121E1,6.808192681E0,-8.971353740E-2,9.843255454E-1,6.879566329E0
3.854086521E1,5.975021753E0,-1.556981966E-1,3.721822929E-1,5.988626432E0
3.855087921E1,5.509031410E0,-6.592735648E-4,-2.305861187E-1,5.513855046E0
3.856089221E1,5.464531175E0,2.604917032E-1,-8.259800220E-1,5.532738914E0
3.857090621E1,5.254640107E0,5.434731133E-1,-1.468898048E0,5.483089198E0
3.858092021E1,4.600365912E0,8.467139563E-1,-1.604663086E0,4.945223419E0
3.859093321E1,3.617347804E0,9.756143636E-1,-1.273679690E0,3.957181885E0
3.860094721E1,2.500350105E0,7.160205004E-1,-1.290452428E0,2.903395163E0
3.861096121E1,1.517459466E0,3.995398070E-1,-1.770336048E0,2.365672211E0
3.862097446E1,2.697712344E-1,7.463853836E-2,-2.293053446E0,2.310073924E0
3.863098846E1,-1.103666047E0,-4.731262851E-1,-2.385102654E0,2.670326177E0
3.864100246E1,-2.570512015E0,-1.015681386E0,-1.730733441E0,3.261070214E0
3.865101546E1,-4.380786592E0,-1.326899000E0,-2.317073808E0,5.130378461E0
3.866102946E1,-6.350808270E0,-2.105780285E0,-4.291875000E0,7.949041911E0
3.867104346E1,-7.698594986E0,-3.176939614E0,-5.023848166E0,9.726271663E0
3.868105646E1,-7.812788769E0,-4.113442537E0,-5.334051143E0,1.031562792E1
3.869107046E1,-6.157493473E0,-4.054710764E0,-5.481378758E0,9.186997243E0
3.870108446E1,-4.843712994E0,-3.434172664E0,-5.237573254E0,7.917529352E0
3.871109746E1,-4.014857896E0,-2.242961519E0,-5.905453920E0,7.484941303E0
3.872111146E1,-3.214554167E0,-1.279577922E0,-5.457991065E0,6.462224433E0
3.873112546E1,-2.996685743E0,-9.057781434E-1,-3.543689259E0,4.728455673E0
3.874113846E1,-3.870047507E0,2.706683435E-1,1.325297740E-1,3.881764187E0
3.875115246E1,-5.722556523E0,1.564434973E0,2.798814503E0,6.559609178E0
3.876116646E1,-6.716058689E0,1.201216316E0,5.735481209E-1,6.846701570E0
3.877117946E1,-6.324595787E0,9.276673414E-1,-1.344903454E-1,6.393681742E0
3.878119346E1,-5.315765730E0,1.085865076E0,2.295440279E0,5.891138628E0
3.879120746E1,-4.532430621E0,1.504471630E0,3.674716591E0,6.025770013E0
3.880122046E1,-3.446355338E0,1.969176609E0,3.634267015E0,5.381720762E0
3.881123446E1,-1.535920880E0,2.130400863E0,3.443233509E0,4.330533199E0
3.882124846E1,-1.178471231E-1,2.076462345E0,3.246027975E0,3.855162958E0
3.883126146E1,5.164722794E-1,2.204735346E0,3.505820936E0,4.173533515E0
3.884127546E1,2.119522119E-1,2.347827092E0,3.433245588E0,4.164659777E0
3.885128946E1,-8.508751273E-1,2.148374035E0,2.556023784E0,3.445686732E0
3.886130246E1,-1.554834284E0,1.876956663E0,1.450520833E0,2.836280426E0
