"Time (s)","x","y","z","total_acceleration"
2.102959667E0,-2.614535701E-1,-6.764965385E-1,-3.473988694E-1,8.041713191E-1
2.112970666E0,-2.308109441E-1,-9.073025125E-1,-2.371702297E-1,9.657749526E-1
2.122981667E0,-3.368990242E-1,-1.154349713E0,-1.855229433E-1,1.216734554E0
2.132992666E0,-4.829338199E-1,-1.389727625E0,-1.163158835E-1,1.475837840E0
2.143003667E0,-6.604166955E-1,-1.794835589E0,-7.141745344E-2,1.913814373E0
2.153015667E0,-8.327993372E-1,-2.190130756E0,-1.015955181E-1,2.345324948E0
2.163026667E0,-8.637115198E-1,-2.537072373E0,-1.671327192E-1,2.685268545E0
2.173037667E0,-9.029130077E-1,-2.962117589E0,-2.645426542E-1,3.107953559E0
2.183048666E0,-1.003714620E0,-3.234167483E0,-4.134532566E-1,3.411484419E0
2.193059667E0,-1.078152599E0,-3.330699751E0,-5.390356614E-1,3.542108595E0
2.203070667E0,-1.189989954E0,-3.396603718E0,-6.310515399E-1,3.653931986E0
2.213081667E0,-1.304777814E0,-3.258575515E0,-5.819384368E-1,3.558006728E0
2.223092667E0,-1.479893737E0,-3.021844558E0,-3.461370403E-1,3.382519897E0
2.233103666E0,-1.825589020E0,-3.226359111E0,1.353528097E-2,3.707067788E0
2.243115667E0,-2.129554186E0,-4.005440955E0,3.529125014E-1,4.550066539E0
2.253126667E0,-2.094921713E0,-4.401657059E0,6.964757435E-1,4.924262412E0
2.263137667E0,-1.968868315E0,-4.374337698E0,1.119685372E0,4.925948443E0
2.273148667E0,-1.949390070E0,-4.181108855E0,1.390205927E0,4.818139207E0
2.283159666E0,-1.954745827E0,-3.770230858E0,1.742080548E0,4.590263240E0
2.293170667E0,-1.947697301E0,-2.903260685E0,2.211936193E0,4.137041105E0
2.303181667E0,-1.735845369E0,-1.386625092E0,2.503178403E0,3.346907589E0
2.313192667E0,-1.130871388E0,3.258004242E-1,2.529520694E0,2.789890850E0
2.323203667E0,7.887601554E-3,1.973375056E0,9.473809366E-1,2.189018494E0
2.333215666E0,1.790109869E0,4.165686239E0,-3.310545568E0,5.614013461E0
2.343226667E0,2.867118753E0,6.941281741E0,-6.771459888E0,1.011209331E1
2.353237667E0,2.365890165E0,9.716636338E0,-5.960444645E0,1.164205130E1
2.363248667E0,1.769942530E0,1.229127415E1,-2.819349048E0,1.273408206E1
2.373259667E0,2.086574228E0,1.415932506E1,2.552954288E-1,1.431451899E1
2.383270666E0,3.230442514E0,1.493578852E1,2.111866359E0,1.542639028E1
2.393281667E0,5.057241030E0,1.540824823E1,3.051205766E0,1.650150469E1
2.403292667E0,6.666881851E0,1.539868920E1,3.690108801E0,1.718091516E1
2.413304667E0,8.040876372E0,1.501628597E1,4.284356650E0,1.756417516E1
2.423315667E0,8.918423574E0,1.434390529E1,4.653349872E0,1.751969072E1
2.433326666E0,9.178653907E0,1.324843996E1,4.687178353E0,1.678506747E1
2.443337667E0,8.922569250E0,1.151519426E1,4.426925801E0,1.522529517E1
2.453348667E0,6.836646402E0,8.270074947E0,3.861647982E0,1.140378002E1
2.463359667E0,3.852498551E0,4.832109779E0,3.183263378E0,6.951560669E0
2.473370667E0,1.982421284E0,2.153556422E0,2.187559004E0,3.654204949E0
2.483381666E0,6.476922771E-1,-8.358711720E-2,9.275460117E-1,1.134386925E0
2.493392667E0,-1.606972736E-1,-1.880092086E0,-1.165866096E-1,1.890545504E0
2.503404666E0,-7.203176191E-1,-3.286830431E0,-7.089355753E-1,3.438706356E0
2.513415291E0,-1.078754862E0,-4.394611164E0,-9.083919950E-1,4.615354304E0
2.523426292E0,-1.263869816E0,-5.406719170E0,-1.182240347E0,5.676942075E0
2.533437292E0,-1.556470335E0,-6.543920753E0,-1.511759162E0,6.894266784E0
2.543448291E0,-1.976916715E0,-7.731740513E0,-1.872456207E0,8.197200943E0
2.553459292E0,-2.511612719E0,-8.931983852E0,-2.257513631E0,9.549078582E0
2.563470291E0,-3.049011306E0,-1.014179440E1,-2.627510673E0,1.091129122E1
2.573481292E0,-2.972261631E0,-1.054716082E1,-3.037605143E0,1.137119103E1
2.583493292E0,-2.780392850E0,-1.101387855E1,-3.040253347E0,1.175921960E1
2.593504291E0,-2.688167641E0,-1.171295645E1,-3.041360224E0,1.239634890E1
2.603515292E0,-2.837044184E0,-1.239774376E1,-2.683797725E0,1.299829374E1
2.613526291E0,-2.366237928E0,-1.205512148E1,-2.475654974E0,1.253211488E1
2.623537292E0,-1.864666985E0,-1.118920498E1,-1.513600304E0,1.144404984E1
2.633548292E0,-1.635119478E0,-1.101320378E1,-1.209873849E0,1.119946731E1
2.643559291E0,-1.091818565E0,-1.107607188E1,-1.672605831E0,1.125473439E1
2.653570292E0,-6.732061641E-1,-1.152132799E1,-1.592256464E0,1.165029982E1
2.663582291E0,-4.630159376E-1,-1.198322061E1,-1.489467237E0,1.208430687E1
2.673593292E0,-6.831993480E-1,-1.198702364E1,-1.562918352E0,1.210777481E1
2.683604292E0,-1.381030915E0,-1.176848161E1,-1.652471675E0,1.196390691E1
2.693615292E0,-2.625854449E0,-1.138370325E1,-1.632183153E0,1.179609398E1
2.703626292E0,-3.728148447E0,-1.006763534E1,-7.709197158E-1,1.076339581E1
2.713637291E0,-3.684542252E0,-7.727839835E0,9.113873774E-1,8.609645003E0
2.723648292E0,-2.726987599E0,-5.383639625E0,2.003994586E0,6.358933187E0
2.733659292E0,-9.687601112E-1,-3.347133935E0,2.348138603E0,4.201851572E0
2.743671292E0,3.346671420E-1,-1.681185597E0,2.584789161E0,3.101535445E0
2.753682292E0,8.399624687E-1,-5.011718702E-1,2.838050782E0,3.001873154E0
2.763693291E0,1.062021447E0,8.908092713E-1,2.363581976E0,2.740063954E0
2.773704292E0,2.329771914E-1,2.648150175E0,9.120241392E-1,2.810474293E0
2.783715292E0,-1.388428373E0,4.802635134E0,-3.728082374E-1,5.013184972E0
2.793726292E0,-3.050027552E0,7.388291438E0,-8.435766327E-1,8.037483435E0
2.803737292E0,-4.220702399E0,1.080331915E1,1.942981522E-1,1.160016315E1
2.813748291E0,-4.428066300E0,1.489357163E1,1.361400204E0,1.559742471E1
2.823759292E0,-3.378333508E0,1.816785686E1,1.800966395E0,1.856684249E1
2.833771292E0,-2.189352345E0,1.974281024E1,2.886289142E0,2.007243097E1
2.843782292E0,-1.088689574E0,2.075208176E1,4.343945040E0,2.122979041E1
2.853793292E0,1.067579883E-1,2.114457962E1,5.577460206E0,2.186807506E1
2.863804291E0,2.121137412E0,2.009008573E1,5.944747794E0,2.105827142E1
2.873815292E0,5.251203699E0,1.728714105E1,4.720873518E0,1.867369896E1
2.883826292E0,7.115363292E0,1.507179944E1,2.414424101E0,1.684093159E1
2.893837292E0,7.103570042E0,1.360576916E1,-8.904169232E-2,1.534879768E1
2.903848292E0,4.397085121E0,1.128640090E1,-2.278092906E0,1.232505214E1
2.913860291E0,1.514984778E0,8.516894106E0,-2.587167224E0,9.029180380E0
2.923871292E0,9.509226682E-1,5.882315319E0,-1.538651676E0,6.154131653E0
2.933882292E0,4.020419037E-1,2.998079719E0,-2.775019844E-1,3.037618647E0
2.943893292E0,-3.129842777E-1,2.170275950E-1,6.199918239E-1,7.276331471E-1
2.953904292E0,-1.166975752E0,-2.292537137E0,1.059878004E0,2.782247349E0
2.963915291E0,-2.015081930E0,-4.387549481E0,1.096249439E0,4.951051249E0
2.973926292E0,-2.613811524E0,-5.986728464E0,1.109123839E0,6.625940240E0
2.983937292E0,-2.920152707E0,-7.282228208E0,1.249363313E0,7.944749725E0
2.993949292E0,-2.790366738E0,-8.381743902E0,1.319634419E0,8.932032936E0
3.003960292E0,-2.216130839E0,-9.323006458E0,1.035568643E0,9.638572909E0
3.013971291E0,-1.457272906E0,-1.011063225E1,7.214972949E-1,1.024056089E1
3.023982292E0,-6.305673174E-1,-1.089060287E1,-6.050552577E-3,1.090884424E1
3.033993292E0,2.526203276E-1,-1.155216855E1,-1.680787987E0,1.167653474E1
3.044004292E0,1.015364174E0,-1.201559079E1,-3.492911453E0,1.255411554E1
3.054015292E0,8.876267780E-1,-1.243454380E1,-4.698352967E0,1.332217254E1
3.064026291E0,-9.886589170E-2,-1.252455349E1,-4.670593895E0,1.336744785E1
3.074038292E0,-7.244594213E-1,-1.205920050E1,-3.501410966E0,1.257811738E1
3.084049291E0,-1.095741608E0,-1.160665524E1,-2.313124598E0,1.188552233E1
3.094060292E0,-1.363013158E0,-1.128744405E1,-1.556467996E0,1.147548651E1
3.104071292E0,-1.555516946E0,-1.089800194E1,-1.046060302E0,1.105804329E1
3.114082291E0,-1.780038333E0,-1.053159085E1,-7.992981537E-1,1.071082722E1
3.124093292E0,-2.032776920E0,-1.023182048E1,-7.253330684E-1,1.045698046E1
3.134104291E0,-2.104531027E0,-9.854539411E0,-6.240530075E-1,1.009606062E1
3.144115292E0,-2.011265891E0,-9.402934973E0,-4.746186407E-1,9.627338128E0
