"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.326596358E2,4.568660554E0,2.250564069E-1,-1.406160347E0,4.785456777E0
1.326696468E2,4.053178793E0,1.386884124E0,-1.503190213E0,4.539965498E0
1.326796578E2,2.978848519E0,2.514738348E0,-3.345370415E-1,3.912718044E0
1.326896688E2,2.113158886E0,3.715547113E0,6.868931803E-1,4.329267036E0
1.326996808E2,1.460953143E0,4.444760978E0,1.337543271E0,4.866138741E0
1.327096918E2,6.893729845E-1,4.878960595E0,1.470381194E0,5.142131119E0
1.327197028E2,1.058942449E-1,5.257694693E0,1.337446500E0,5.426170861E0
1.327297138E2,-3.279579006E-1,5.134279851E0,1.259388218E0,5.296644660E0
1.327397258E2,-3.728382044E-1,4.417433431E0,2.335370623E0,5.010656882E0
1.327497368E2,5.488449503E-1,2.793789698E0,5.534963812E0,6.224332579E0
1.327597478E2,1.389330160E0,1.078834677E0,6.841064558E0,7.063588807E0
1.327697588E2,1.781480695E0,2.849441743E-1,4.742190420E0,5.073779324E0
1.327797708E2,1.004131527E0,5.337560642E-1,1.709318891E0,2.053033543E0
1.327897818E2,4.160508822E-1,8.801147139E-1,-1.097685223E0,1.467178617E0
1.327997928E2,-1.570518270E-1,3.742042601E-1,-3.315280058E0,3.340026343E0
1.328098038E2,-2.529145887E-1,1.963448238E-1,-3.923787805E0,3.936829665E0
1.328198148E2,2.728452618E-1,2.477868730E-1,-2.906661426E0,2.929935753E0
1.328298268E2,5.055719000E-1,4.026258212E-1,-1.102644539E0,1.278098383E0
1.328398378E2,6.665268897E-1,6.858550072E-1,3.330107720E-1,1.012695097E0
1.328498488E2,1.357760312E0,3.709257263E-1,7.605593267E-1,1.599859196E0
1.328598608E2,1.324145254E0,-3.867699265E-2,1.703247142E-1,1.335614866E0
1.328698718E2,2.912992937E-1,4.739109814E-2,-1.439738860E0,1.469676556E0
1.328798828E2,-5.442672383E-1,6.270594996E-1,-3.724361790E0,3.815796272E0
1.328898938E2,-1.095443400E0,1.096879769E0,-5.350715708E0,5.570753993E0
1.328999048E2,-1.714079986E0,1.193193351E0,-5.041161772E0,5.456655806E0
1.329099168E2,-2.483095848E0,1.462535400E0,-3.685976574E0,4.678803062E0
1.329199278E2,-2.308638614E0,1.600199322E0,-3.088466563E0,4.174814467E0
1.329299388E2,-7.592570056E-1,1.738880659E0,-4.634030671E0,5.007436211E0
1.329399498E2,9.611939603E-1,1.206089970E0,-7.295883211E0,7.457107929E0
1.329499618E2,1.938369823E0,1.114169401E-1,-9.345007777E0,9.544572366E0
1.329599728E2,2.471292074E0,-1.690680306E0,-9.724955757E0,1.017548273E1
1.329699838E2,2.027214464E0,-2.713775230E0,-8.376418258E0,9.035405764E0
1.329799948E2,1.142651188E0,-3.189932712E0,-6.384139738E0,7.227624965E0
1.329900068E2,-9.325022578E-2,-3.271669770E0,-4.811747435E0,5.819401350E0
1.330000178E2,-1.127977893E0,-2.888439748E0,-4.130809937E0,5.165172701E0
1.330100288E2,-1.499764622E0,-1.929819732E0,-4.095700330E0,4.769513530E0
1.330200398E2,-1.625132726E0,-4.965911615E-1,-4.740565186E0,5.035932629E0
1.330300518E2,-2.255431583E0,5.756671518E-1,-5.807576793E0,6.256701407E0
1.330400628E2,-2.589270467E0,1.315376185E0,-5.827726883E0,6.511293011E0
1.330500738E2,-2.720079698E0,1.797914733E0,-5.335350394E0,6.252782963E0
1.330600848E2,-2.754232700E0,2.011125850E0,-4.519134053E0,5.661536676E0
1.330700968E2,-2.324966087E0,1.942302368E0,-3.241936094E0,4.437133695E0
1.330801078E2,-1.952214275E0,1.588309008E0,-2.120343068E0,3.290854115E0
1.330901188E2,-1.301193324E0,7.233064234E-1,-1.200819217E0,1.912653403E0
1.331001298E2,-4.339452624E-2,-5.258155453E-1,-3.260243726E-1,6.202071945E-1
1.331101418E2,2.071433740E0,-2.772974195E0,3.370568991E-2,3.461410074E0
1.331201528E2,3.748310232E0,-6.112850567E0,4.106290515E0,8.263074091E0
1.331301638E2,5.206312870E0,-9.644461817E0,6.504440353E0,1.274476684E1
1.331401748E2,6.457597724E0,-1.218654935E1,5.546690987E0,1.486534003E1
1.331501868E2,6.880683537E0,-1.435821226E1,4.527505512E0,1.655295657E1
1.331601978E2,6.541762546E0,-1.528823179E1,4.059656046E0,1.711740330E1
1.331702088E2,5.118842032E0,-1.343050004E1,4.188894130E0,1.497089540E1
1.331802198E2,1.887601227E0,-9.031138596E0,4.253692974E0,1.015964599E1
1.331902318E2,-1.964855956E-1,-6.009194636E0,4.558913246E0,7.545377177E0
1.332002428E2,-2.658562896E0,-4.132497443E0,4.318580988E0,6.541837169E0
1.332102538E2,-4.762211871E0,-2.412086969E0,6.445520300E0,8.369083425E0
1.332202648E2,-6.608813737E0,-6.091576642E-1,9.495382376E0,1.158489441E1
1.332302758E2,-7.564318357E0,1.126719865E0,9.656065031E0,1.231779208E1
1.332402878E2,-8.535409314E0,2.755494529E0,7.199404737E0,1.150119084E1
1.332502988E2,-9.410433442E0,4.235497901E0,5.022333738E0,1.147691318E1
1.332603098E2,-8.759240144E0,5.863989560E0,4.123365262E0,1.131869262E1
1.332703208E2,-6.988274644E0,7.344333240E0,3.334968803E0,1.067226453E1
1.332803328E2,-5.937070400E0,8.228945047E0,2.968126187E0,1.057232778E1
1.332903438E2,-4.783171215E0,8.658329481E0,1.944982731E0,1.008108893E1
1.333003548E2,-2.221428270E0,7.976215523E0,1.006021639E0,8.340673664E0
1.333103658E2,6.807683681E-1,5.793009624E0,1.531530206E0,6.030587936E0
1.333203778E2,2.523367084E0,4.012966322E0,2.156171882E0,5.207720934E0
1.333303888E2,3.772149330E0,2.771583143E0,3.112289289E0,5.621132297E0
1.333403998E2,5.019237052E0,1.941142865E0,3.176207542E0,6.248925552E0
1.333504108E2,6.134062511E0,1.347233570E0,2.373401498E0,6.713776571E0
1.333604228E2,7.037755537E0,8.323868161E-1,1.959831151E0,7.352809596E0
1.333704338E2,7.745977314E0,7.512338948E-1,1.971153699E0,8.028073481E0
1.333804448E2,8.062643217E0,8.006984156E-1,2.419499484E0,8.455844805E0
1.333904558E2,7.682246171E0,6.470055217E-1,2.825419627E0,8.210878056E0
1.334004678E2,6.054557335E0,8.019462115E-1,2.737615205E0,6.692930543E0
1.334104788E2,3.504115303E0,8.869027466E-1,2.653655036E0,4.484117036E0
1.334204898E2,1.177029162E0,1.178267164E0,1.969684879E0,2.579412661E0
1.334305008E2,-1.035316628E0,1.408546304E0,7.805518341E-1,1.914456679E0
1.334405128E2,-3.160862110E0,1.608928045E0,-6.671731532E-1,3.608991375E0
1.334505238E2,-5.066332281E0,1.842753521E0,-2.564375947E0,5.969881684E0
1.334605348E2,-6.321383911E0,1.464014161E0,-4.056938260E0,7.652579961E0
1.334705458E2,-7.462089731E0,5.458679867E-1,-5.023115510E0,9.011794740E0
1.334805578E2,-7.783611163E0,-7.538733280E-1,-5.134915443E0,9.355227648E0
1.334905688E2,-7.736932256E0,-2.635145967E0,-4.332669269E0,9.250737159E0
1.335005798E2,-7.455961849E0,-4.192636056E0,-3.180074306E0,9.125921147E0
1.335105908E2,-7.190930368E0,-5.286715593E0,-2.439211033E0,9.252491112E0
1.335206028E2,-6.116828427E0,-5.279206599E0,-2.183742088E0,8.369847181E0
1.335306138E2,-3.804853392E0,-4.094646077E0,-2.009406769E0,5.939760213E0
1.335406248E2,-1.067306014E0,-2.581118864E0,-2.745786982E0,3.916715826E0
1.335506358E2,9.070393878E-1,-1.810680959E0,-4.636001768E0,5.059031367E0
1.335606468E2,1.318096748E0,-1.802787802E0,-5.587216870E0,6.017010491E0
1.335706588E2,7.776020600E-1,-2.146408786E0,-4.161482091E0,4.746542829E0
1.335806698E2,-1.137724909E-1,-2.805198786E0,-1.691760287E0,3.277825083E0
1.335906808E2,-1.366629953E0,-3.587032329E0,6.395754647E-1,3.891469534E0
1.336006918E2,-1.717259702E0,-4.373734265E0,2.016319055E0,5.113127696E0
1.336107038E2,-2.310691133E0,-5.335872551E0,2.671589323E0,6.399079536E0
1.336207148E2,-3.126107429E0,-6.470324773E0,3.138993523E0,7.841615310E0
1.336307258E2,-2.920116454E0,-7.378763400E0,2.779296205E0,8.408193433E0
1.336407368E2,-1.326085799E0,-7.101869087E0,3.262318318E0,7.927027746E0
1.336507488E2,6.401245183E-1,-5.378035069E0,4.210215125E0,6.859951312E0
1.336607598E2,2.283085990E0,-3.122541797E0,4.730771100E0,6.110887342E0
1.336707708E2,3.692958442E0,-1.282202591E0,4.313238387E0,5.821169206E0
1.336807818E2,4.717625097E0,1.911448950E-1,3.708655584E0,6.003886173E0
1.336907938E2,5.330359796E0,1.226578614E0,3.070695121E0,6.272670816E0
1.337008048E2,5.736086980E0,1.749689822E0,2.305786343E0,6.425010426E0
1.337108158E2,6.093063004E0,1.569644696E0,1.763103042E0,6.534350280E0
1.337208268E2,6.211392522E0,6.437755197E-1,1.342285656E0,6.387297924E0
1.337308388E2,5.739760786E0,-6.805141604E-1,6.348123229E-1,5.814717541E0
1.337408498E2,4.729659837E0,-1.514461014E0,-5.049816236E-1,4.991821388E0
1.337508608E2,3.740267971E0,-1.427753237E0,-1.091474310E0,4.149626486E0
1.337608718E2,2.683573484E0,-5.258003426E-1,-4.635938618E-1,2.773617117E0
1.337708838E2,1.938516880E0,4.723708248E-1,5.694392824E-1,2.074907947E0
1.337808948E2,1.973551350E0,1.499650601E0,1.634912779E0,2.969309120E0
1.337909058E2,1.853719097E0,2.184691091E0,1.984081601E0,3.485072374E0
1.338009168E2,1.610119415E0,2.758423984E0,1.931373045E0,3.732504420E0
1.338109288E2,1.450094279E0,3.193010686E0,2.138505981E0,4.107468623E0
1.338209398E2,1.792361632E0,3.308460451E0,2.724653975E0,4.645665728E0
1.338309508E2,2.720870534E0,2.845297236E0,4.072860813E0,5.664543056E0
1.338409618E2,3.395524615E0,2.105902784E0,4.971726086E0,6.378281447E0
1.338509738E2,3.579757516E0,1.334706495E0,3.846542577E0,5.421438472E0
1.338609848E2,3.772924963E0,7.887870526E-1,1.873117820E0,4.285524257E0
1.338709958E2,3.703357715E0,6.015767491E-1,-4.991276836E-1,3.784954609E0
1.338810068E2,2.616510891E0,3.305436856E-1,-2.214766537E0,3.443919160E0
1.338910178E2,8.806723921E-1,5.250916600E-2,-2.763227179E0,2.900649155E0
1.339010298E2,-1.162459216E0,-1.401203370E-1,-2.385930619E0,2.657745296E0
1.339110408E2,-2.013777855E0,-1.090973496E-2,-1.556139382E0,2.544993133E0
1.339210518E2,-1.671058512E0,8.474352103E-1,-7.047368360E-1,2.001808431E0
1.339310628E2,-9.484715885E-1,1.272868681E0,-1.874813220E-1,1.598418681E0
1.339410748E2,-2.889733444E-1,1.044284064E0,-5.407358855E-3,1.083542357E0
1.339510858E2,-5.631517714E-1,7.485511923E-1,-1.800661755E-1,9.538829240E-1
1.339610968E2,-9.210459544E-1,3.550674927E-1,-8.351612469E-1,1.293016969E0
1.339711078E2,-1.674132686E0,4.516494620E-1,-2.294594772E0,2.876086343E0
1.339811198E2,-1.726131390E0,9.992663509E-1,-4.131296425E0,4.587556317E0
1.339911308E2,-1.883244028E0,1.956549693E0,-5.720847967E0,6.332676861E0
1.340011418E2,-1.931701658E0,2.747671539E0,-6.307396202E0,7.145937100E0
1.340111528E2,-1.430621151E0,3.065443152E0,-6.503984855E0,7.331127989E0
1.340211648E2,-5.503750205E-1,2.810929642E0,-6.965754093E0,7.531664371E0
1.340311758E2,7.407437707E-1,1.685131298E0,-7.144260231E0,7.377589246E0
1.340411868E2,1.800646698E0,-3.985824716E-1,-6.771920063E0,7.018553830E0
1.340511978E2,2.058942041E0,-2.556879816E0,-6.519160134E0,7.299063335E0
1.340612098E2,1.140092154E0,-3.888187324E0,-5.824146048E0,7.094962155E0
1.340712208E2,-1.614619432E-1,-4.236469123E0,-5.031532577E0,6.579518270E0
1.340812318E2,-1.077089283E0,-3.785465194E0,-4.613757205E0,6.064373307E0
1.340912428E2,-1.516064466E0,-2.893958935E0,-4.635762616E0,5.671308916E0
1.341012548E2,-1.851035664E0,-1.771288267E0,-4.944279841E0,5.568635227E0
1.341112658E2,-1.788917330E0,-3.624946260E-1,-5.073298069E0,5.391658452E0
1.341212768E2,-2.047199078E0,9.893594134E-1,-5.246132408E0,5.717670973E0
1.341312878E2,-2.510011751E0,1.915210463E0,-5.411145512E0,6.264877163E0
1.341412988E2,-2.634133229E0,2.590048732E0,-5.325287336E0,6.481180102E0
1.341513108E2,-2.232410072E0,2.948550879E0,-4.955536315E0,6.183441371E0
1.341613218E2,-1.849919284E0,2.718714958E0,-4.489828978E0,5.565265189E0
1.341713328E2,-1.276428320E0,2.500019152E0,-3.459301658E0,4.454899884E0
1.341813438E2,-5.374307469E-2,2.500413839E0,-2.377040513E0,3.450402771E0
1.341913558E2,1.460419000E0,1.824893786E0,-2.335740605E0,3.304352457E0
1.342013668E2,3.506475239E0,6.137483132E-1,-2.533460548E0,4.369265149E0
1.342113778E2,4.560238225E0,-1.895950320E0,-5.291719933E-1,4.966932985E0
1.342213888E2,5.540984105E0,-5.041679835E0,2.900468932E0,8.033290760E0
1.342314008E2,6.313771421E0,-7.931429359E0,5.368371375E0,1.147129864E1
1.342414118E2,6.827373303E0,-1.030073810E1,4.612111506E0,1.319051948E1
1.342514228E2,6.891817220E0,-1.258652696E1,3.858853598E0,1.485962842E1
1.342614338E2,5.528896741E0,-1.439745877E1,3.739710147E0,1.586949748E1
1.342714458E2,2.987181971E0,-1.428607633E1,4.073539968E0,1.515285322E1
1.342814574E2,-6.270649083E-1,-1.210539701E1,4.353297954E0,1.287963704E1
1.342914684E2,-3.241688464E0,-9.652152075E0,5.503050878E0,1.157394283E1
1.343014794E2,-5.669670212E0,-6.975162263E0,6.191554674E0,1.091482470E1
1.343114904E2,-7.896623223E0,-4.161533546E0,8.540172456E0,1.235352441E1
1.343215024E2,-9.259863546E0,-1.359392270E0,1.095269563E1,1.440675403E1
1.343315134E2,-8.839806590E0,1.026198041E0,9.951170497E0,1.334994596E1
1.343415244E2,-8.180351177E0,2.970299597E0,6.794017861E0,1.104081083E1
1.343515354E2,-7.941794719E0,4.775918037E0,5.321275561E0,1.068632163E1
1.343615474E2,-7.297143871E0,6.503621158E0,4.733343582E0,1.086047597E1
1.343715584E2,-6.441855850E0,7.849005838E0,4.169473481E0,1.097674399E1
1.343815694E2,-5.307638100E0,8.668051647E0,2.869711701E0,1.056131558E1
1.343915804E2,-4.385477228E0,9.244950807E0,-6.740529871E-1,1.025455379E1
1.344015924E2,-3.221816994E0,8.449370459E0,-2.729416532E0,9.445722868E0
1.344116034E2,-5.318747225E-1,5.906561383E0,-1.546386226E0,6.128757497E0
1.344216144E2,1.851486484E0,3.778003562E0,-1.914852029E-1,4.211648098E0
1.344316254E2,3.817303868E0,2.704185212E0,-3.415709496E-2,4.678204056E0
1.344416374E2,5.098904196E0,1.854409361E0,-1.323224902E-1,5.427261494E0
1.344516484E2,5.787329639E0,9.946347713E-1,9.355545044E-3,5.872186152E0
1.344616594E2,6.486513374E0,5.210050410E-1,2.841334578E-1,6.513603751E0
1.344716704E2,7.056613977E0,6.279465222E-1,6.402689445E-1,7.113372054E0
1.344816824E2,7.546196666E0,9.147483569E-1,1.211592785E0,7.697389541E0
1.344916934E2,7.666844020E0,1.158371428E0,2.157758231E0,8.048493162E0
1.345017044E2,7.064769673E0,1.522768738E0,3.422937824E0,7.996642952E0
1.345117154E2,5.522129758E0,2.040237383E0,4.288146231E0,7.283178134E0
1.345217274E2,2.940755371E0,2.337889311E0,3.601955886E0,5.204599387E0
1.345317384E2,5.999200867E-1,2.526287768E0,2.182200177E0,3.391759368E0
1.345417494E2,-1.717049494E0,2.406376578E0,6.134194073E-1,3.019137389E0
1.345517604E2,-3.761564408E0,1.685731807E0,-6.658043200E-1,4.175446552E0
1.345617714E2,-5.583985698E0,7.965334439E-1,-1.804468292E0,5.922116819E0
1.345717834E2,-7.287840366E0,-2.924367964E-1,-3.167765917E0,7.951910298E0
1.345817944E2,-8.026606827E0,-2.101924923E0,-4.407342014E0,9.395167331E0
1.345918054E2,-7.686648540E0,-4.554269387E0,-5.303907577E0,1.039025365E1
1.346018164E2,-6.455002729E0,-5.962746693E0,-4.981487428E0,1.010131800E1
1.346118284E2,-4.165000945E0,-5.708466488E0,-4.244658149E0,8.243236337E0
1.346218394E2,-1.336065826E0,-4.436894134E0,-3.612461286E0,5.875455556E0
1.346318504E2,7.494130719E-1,-3.039501979E0,-4.011583748E0,5.088516129E0
1.346418614E2,1.721693792E0,-1.662727107E0,-5.431670408E0,5.935649448E0
1.346518734E2,1.881900484E0,-6.703873676E-1,-6.820107552E0,7.106675431E0
1.346618844E2,1.382837120E0,-2.645865083E-2,-7.295348775E0,7.425298130E0
1.346718954E2,6.548719271E-1,9.663108587E-2,-5.707483571E0,5.745743078E0
1.346819064E2,-4.166496371E-1,-9.275935203E-1,-2.540175198E0,2.736149977E0
1.346919184E2,-2.952197495E0,-3.437582760E0,-2.353954536E-1,4.537384301E0
1.347019294E2,-4.537624703E0,-5.549905787E0,1.340851334E0,7.293104585E0
1.347119404E2,-5.391951442E0,-7.205499875E0,2.843688083E0,9.438163524E0
1.347219514E2,-5.887966653E0,-8.477774479E0,3.433220737E0,1.087785898E1
1.347319634E2,-4.948260040E0,-8.665449636E0,3.133928080E0,1.045929252E1
1.347419744E2,-2.338726924E0,-6.941771153E0,3.898789496E0,8.298095559E0
1.347519854E2,3.716813327E-1,-4.721391581E0,5.729748014E0,7.433686688E0
1.347619964E2,2.344007545E0,-2.867713707E0,7.089555436E0,7.998746749E0
1.347720074E2,3.745886561E0,-1.581002328E0,7.558204508E0,8.582405832E0
1.347820194E2,4.510587470E0,-7.152068603E-1,7.054235914E0,8.403520959E0
1.347920304E2,5.255003804E0,2.422969222E-2,5.657254234E0,7.721410333E0
1.348020414E2,5.716309358E0,2.391657382E-1,4.258809288E0,7.132380351E0
1.348120524E2,5.826210115E0,-2.920210594E-1,3.072235862E0,6.593074684E0
1.348220644E2,5.915077853E0,-9.826900792E-1,1.269127632E0,6.128989374E0
1.348320754E2,5.679994640E0,-1.569296202E0,-3.260147247E-1,5.901806104E0
1.348420864E2,4.961769447E0,-1.661811433E0,-1.132698058E0,5.353856384E0
1.348520974E2,3.729576337E0,-1.415574657E0,-2.342474113E0,4.626097300E0
1.348621094E2,2.731497264E0,-3.144655967E-1,-3.006321369E0,4.074056221E0
1.348721204E2,2.203156891E0,8.663205475E-1,-2.945657969E0,3.779062376E0
1.348821314E2,2.290615449E0,2.050813826E0,-1.928327230E0,3.629215121E0
1.348921424E2,2.420439132E0,2.823206456E0,-7.277073303E-1,3.789271466E0
1.349021544E2,2.551435766E0,3.266479197E0,6.268653721E-2,4.145315478E0
1.349121654E2,2.475358520E0,3.613913149E0,2.870518032E-1,4.389779811E0
1.349221764E2,2.374473731E0,3.891154202E0,5.909807172E-1,4.596570975E0
1.349321874E2,2.906971036E0,3.507841149E0,3.331687053E0,5.644073773E0
1.349421984E2,3.950110508E0,2.288506651E0,7.090006256E0,8.432604842E0
1.349522104E2,4.141615591E0,1.348104220E0,6.777907028E0,8.056698354E0
1.349622214E2,3.642689636E0,1.093411785E0,3.412834712E0,5.110007621E0
1.349722324E2,2.516022397E0,1.366734034E0,4.584135211E-1,2.899736812E0
1.349822434E2,7.527516858E-1,1.791804392E0,-1.428178622E0,2.411823430E0
1.349922554E2,-7.518941917E-1,2.058375446E0,-2.304656514E0,3.180203767E0
1.350022664E2,-1.405328581E0,2.279446975E0,-2.475483066E0,3.646757922E0
1.350122774E2,-1.432793976E0,2.559203500E0,-2.090613631E0,3.601817108E0
1.350222884E2,-1.341349224E0,2.634752449E0,-1.364706219E0,3.256310992E0
1.350323004E2,-6.483183677E-1,2.050211563E0,-2.917551573E-1,2.169978164E0
1.350423114E2,-2.892286485E-1,1.176446341E0,1.733910672E-1,1.223823380E0
1.350523224E2,-6.990339734E-1,3.075074100E-1,1.114012257E-1,7.717639123E-1
1.350623334E2,-1.130338414E0,-1.597985566E-1,-5.364259028E-1,1.261329956E0
1.350723454E2,-1.852847277E0,-6.729215509E-1,-2.507459149E0,3.189548218E0
1.350823564E2,-2.477976319E0,-1.423034534E0,-3.786176215E0,4.743471751E0
1.350923674E2,-3.093379394E0,-1.362603561E0,-4.748170660E0,5.828448263E0
1.351023784E2,-3.450213038E0,-3.101480126E-1,-5.446884279E0,6.455130529E0
1.351123894E2,-2.534572688E0,4.487802333E-1,-6.495862488E0,6.987252097E0
1.351224014E2,-6.401005447E-1,6.299743366E-1,-7.572566439E0,7.625638258E0
1.351324124E2,1.740681894E0,2.527628535E-1,-8.219001857E0,8.405108806E0
1.351424234E2,3.637720965E0,-5.324638295E-1,-8.421639454E0,9.189153533E0
1.351524344E2,3.948890194E0,-1.088585494E0,-8.081904531E0,9.060680602E0
1.351624464E2,3.178817447E0,-1.113349037E0,-7.593095428E0,8.306595249E0
1.351724574E2,2.159690590E0,-1.239001608E0,-7.131662990E0,7.553807347E0
1.351824684E2,1.302639195E0,-1.232722283E0,-6.725430021E0,6.960451283E0
1.351924794E2,4.581677187E-1,-9.026177233E-1,-6.125796887E0,6.208866556E0
1.352024914E2,-3.155975445E-1,-2.688222313E-1,-5.386748005E0,5.402677231E0
1.352125024E2,-1.151099392E0,8.636279047E-2,-5.263640726E0,5.388729167E0
1.352225134E2,-1.858898415E0,5.744754893E-1,-5.419353248E0,5.758030482E0
1.352325244E2,-2.015208376E0,1.006708102E0,-5.398120254E0,5.849292973E0
1.352425364E2,-1.945652238E0,1.119927739E0,-4.165871011E0,4.732259719E0
1.352525474E2,-1.923628115E0,9.720265120E-1,-1.881166220E0,2.860763362E0
1.352625584E2,-1.978122411E0,3.710420859E-1,-2.514068842E-1,2.028261798E0
1.352725694E2,-1.891503658E0,-4.614762926E-1,4.318167298E-1,1.994294900E0
1.352825818E2,-7.813436933E-1,-2.160466661E0,4.373556510E-1,2.338673583E0
1.352925928E2,1.257505414E0,-4.543385380E0,6.745020533E-1,4.762207849E0
1.353026038E2,3.068797114E0,-7.107645552E0,3.600264871E0,8.538035380E0
1.353126148E2,4.310127376E0,-9.298923531E0,5.952460272E0,1.185238204E1
1.353226258E2,5.352200900E0,-1.077660556E1,4.621240764E0,1.288942000E1
1.353326378E2,6.128051573E0,-1.195789632E1,3.834363412E0,1.397306850E1
1.353426488E2,5.734338078E0,-1.292426682E1,3.980657824E0,1.468893947E1
1.353526598E2,4.112933244E0,-1.211000695E1,3.774569785E0,1.333476154E1
1.353626708E2,1.546871545E0,-8.692457340E0,3.368155845E0,9.449661369E0
1.353726828E2,-5.361899677E-1,-5.816483272E0,2.995903970E0,6.564633876E0
1.353826938E2,-2.110116580E0,-4.194764442E0,3.064877726E0,5.607327009E0
1.353927048E2,-4.892869366E0,-3.068909966E0,3.252989378E0,6.628749422E0
1.354027158E2,-6.913256621E0,-1.829960983E0,5.940457107E0,9.296822304E0
1.354127278E2,-8.222530067E0,-4.801417744E-1,8.749575282E0,1.201647221E1
1.354227388E2,-9.543110273E0,8.801000959E-1,9.993953404E0,1.384646650E1
1.354327498E2,-9.785677922E0,2.601267200E0,9.013225066E0,1.355596952E1
1.354427608E2,-9.109035203E0,4.406191574E0,7.120229929E0,1.237282186E1
1.354527728E2,-7.986430609E0,6.082864290E0,5.597126731E0,1.149400450E1
1.354627838E2,-6.784076425E0,7.353283573E0,4.904400660E0,1.114215500E1
1.354727948E2,-5.995432044E0,7.919020398E0,4.087784370E0,1.074085986E1
1.354828058E2,-4.594863682E0,7.904929778E0,3.431430320E0,9.766033027E0
1.354928168E2,-1.708966888E0,6.805087225E0,3.280349084E0,7.745351514E0
1.355028288E2,6.594402836E-1,5.356531348E0,3.381715246E0,6.368931431E0
1.355128398E2,2.267751813E0,4.205030399E0,2.762011251E0,5.518485761E0
1.355228508E2,3.622648305E0,3.419035977E0,1.634792034E0,5.242702809E0
1.355328618E2,4.635870205E0,2.798946358E0,9.991961843E-1,5.506703759E0
1.355428738E2,5.367693098E0,2.254869958E0,6.872443056E-1,5.862497118E0
1.355528848E2,6.020114311E0,1.741616571E0,4.402871525E-1,6.282424482E0
1.355628958E2,6.434517009E0,1.394964391E0,3.688347620E-1,6.594313753E0
1.355729068E2,6.621505119E0,1.204601269E0,4.190968430E-1,6.743221516E0
1.355829188E2,6.550110615E0,1.043971823E0,6.466973734E-1,6.664236170E0
1.355929298E2,5.611778099E0,9.259656554E-1,1.094979424E0,5.792102016E0
1.356029408E2,3.761418520E0,1.014347489E0,1.162301926E0,4.065478554E0
1.356129518E2,1.987575897E0,9.400966215E-1,1.212511382E0,2.510861098E0
1.356229628E2,3.617847741E-1,1.006696408E0,1.209410019E0,1.614620226E0
1.356329748E2,-1.495806788E0,1.067902722E0,4.470737234E-1,1.891488590E0
1.356429858E2,-3.285120412E0,9.736292338E-1,-7.066465366E-1,3.498473858E0
1.356529968E2,-5.062779513E0,9.634024537E-1,-2.468241289E0,5.714201234E0
1.356630078E2,-6.016843379E0,7.434278619E-1,-4.126754892E0,7.333839047E0
1.356730198E2,-6.931553144E0,-5.105069500E-1,-5.114572395E0,8.629362498E0
1.356830308E2,-7.772379831E0,-2.749830916E0,-5.401043862E0,9.856101314E0
1.356930418E2,-7.425996038E0,-4.437710406E0,-5.362476797E0,1.017815544E1
1.357030528E2,-6.180231541E0,-4.981489767E0,-4.802826631E0,9.277803934E0
1.357130648E2,-4.249889068E0,-4.593209504E0,-4.095941528E0,7.479028523E0
1.357230758E2,-2.328999350E0,-3.615956166E0,-3.850584173E0,5.772900089E0
1.357330868E2,-8.216122980E-1,-2.727301594E0,-4.241328452E0,5.109020238E0
1.357430978E2,7.218680084E-3,-2.287148927E0,-5.305668758E0,5.777648596E0
1.357531098E2,-1.946924007E-1,-2.515651098E0,-6.240684149E0,6.731459294E0
1.357631208E2,-1.157061505E0,-4.157216547E0,-4.604911830E0,6.310820367E0
1.357731318E2,-1.894887442E0,-5.717330866E0,-1.531489275E0,6.214815368E0
1.357831428E2,-2.271913861E0,-5.969314871E0,-2.443662518E-1,6.391715535E0
1.357931548E2,-2.222727960E0,-6.164783782E0,1.481716606E0,6.718672693E0
1.358031658E2,-2.226807124E0,-6.398675916E0,3.918413336E0,7.826601211E0
1.358131768E2,-2.245946669E0,-6.785075129E0,5.269209030E0,8.879531786E0
1.358231878E2,-1.032630417E0,-5.961878382E0,5.431961015E0,8.131206546E0
1.358331988E2,8.113251454E-1,-3.880485372E0,5.579938256E0,6.844861295E0
1.358432108E2,2.130738686E0,-2.105380043E0,6.300205296E0,6.976048971E0
1.358532218E2,2.735126338E0,-1.310451075E0,6.686075921E0,7.341785159E0
1.358632328E2,2.986096143E0,-1.051638692E0,6.586310728E0,7.307681104E0
1.358732438E2,3.359083890E0,-8.953975815E-1,6.095919954E0,7.017508211E0
1.358832558E2,3.534195427E0,-6.651774985E-1,4.888101839E0,6.068487292E0
1.358932668E2,3.434320598E0,-7.342927569E-1,3.024022938E0,4.634485792E0
1.359032778E2,3.486473084E0,-7.732363826E-1,8.663027135E-1,3.674761143E0
1.359132888E2,3.440862755E0,-1.151177598E0,-9.174117637E-1,3.742511284E0
1.359232998E2,3.487646328E0,-1.479161373E0,-2.450868627E0,4.512023083E0
1.359333118E2,3.671593300E0,-7.555690205E-1,-3.082813767E0,4.853372295E0
1.359433228E2,4.071215115E0,2.913316727E-1,-3.488953473E0,5.369586855E0
1.359533338E2,3.376214477E0,1.288697678E0,-3.297174447E0,4.891924493E0
1.359633448E2,2.718536910E0,2.178656765E0,-2.006951523E0,4.020552530E0
