Time (s),x,y,z,total_acceleration
63.59861146,6.158074102,-18.58427567,15.61827086,25.04451165
63.60865246,-0.6546595269,-12.16361423,14.41268024,18.87080925
63.61869346,-6.471167942,-6.320219146,10.15989855,13.60311447
63.62873446,-9.693311795,-1.31988965,4.330366051,10.6983397
63.63877546,-10.55273204,1.243816205,-1.217256982,10.69527685
63.64881646,-10.0004368,3.013142731,-5.570683867,11.8372414
63.65885646,-9.037496858,4.994244298,-8.565802556,13.41610223
63.66889746,-8.053216336,6.879849139,-9.949720387,14.53215584
63.67893846,-7.73183056,8.7381966,-9.582716389,15.09853427
63.68897946,-7.677184821,10.1806129,-8.843703759,15.51757526
63.69902046,-7.091429468,11.00442945,-8.615892144,15.67225054
63.70906146,-6.118021259,11.20503339,-8.582441978,15.38314882
63.71910246,-4.957116233,10.92080959,-8.265713509,14.56568238
63.72914346,-3.21476876,10.6394673,-7.091802521,13.1843341
63.73918446,-1.864644912,10.39658566,-5.975928072,12.13579871
63.74922546,-1.344222254,10.27652244,-5.654789048,11.80637481
63.75926546,-1.425382192,10.26304227,-5.835138229,11.89161844
63.76930646,-2.129553017,10.37007438,-6.098912559,12.21761733
63.77934746,-3.580872872,11.0570848,-6.832666202,13.48210303
63.78938846,-5.333420813,11.94072304,-7.731422424,15.19214064
63.79942946,-6.71064826,12.45101423,-8.037299631,16.26833553
63.80947046,-6.952519505,12.12284042,-7.50973226,15.86495717
63.81951146,-6.415822291,11.20782836,-6.390873976,14.40907569
63.82955246,-5.902898102,10.44354114,-5.143689775,13.05255921
63.83959346,-5.417412558,9.727053738,-3.967832834,11.81979825
63.84963446,-5.101989187,9.25194817,-3.054951493,10.99825292
63.85967446,-4.660795131,8.614185342,-2.315634808,10.06426177
63.86971546,-4.623474108,7.66960683,-1.839872598,9.142456613
63.87975646,-4.913848591,6.519213928,-1.794861317,8.358683232
63.88979746,-5.356095731,4.322742451,-1.984164485,7.163153808
63.89983846,-5.984495412,0.3143626857,-1.799119844,6.256983414
63.90987946,-5.843199785,-4.792665047,-1.185440601,7.649698778
63.91992046,-5.258089964,-10.13118873,0.9410414585,11.45312421
63.92996146,-4.525243809,-14.30132937,3.923743073,15.50488997
63.94000246,-4.048616211,-17.60650661,6.360982425,19.15313201
63.95004346,-2.739639219,-20.4275075,8.352030691,22.23837005
63.96008346,-1.175832383,-23.60163577,10.28250648,25.77110266
63.97012446,0.7770171922,-26.62316575,11.82307707,29.14072514
63.98016546,2.427182141,-29.04990292,11.73913444,31.42602981
63.99020646,3.514680052,-30.58853924,10.61351502,32.56775107
64.00024746,3.714653658,-29.09665959,10.60181357,31.18994553
64.01028846,2.071619974,-24.54092314,11.4452218,27.1577175
64.02032946,-1.636552631,-17.55761687,10.88618238,20.72334871
64.03037046,-6.019824289,-9.800898224,7.55806359,13.7630017
64.04041146,-10.48906873,-2.512232816,1.902482244,10.95222878
64.05045246,-12.58944823,3.228882769,-3.577275081,13.48023693
64.06049246,-12.02180989,6.945665399,-7.029707429,15.56222887
64.07053346,-9.66318694,8.586446736,-8.508199881,15.47558447
64.08057446,-6.80558073,9.345760898,-8.656261906,14.44264678
64.09061546,-3.901759881,9.902975407,-8.289363742,13.49096747
64.10065646,-1.595947811,10.67896992,-7.987101284,13.43060814
64.11069746,0.2662412703,11.43801336,-8.167653363,14.05736801
64.12073846,1.85596472,11.7674525,-8.537127811,14.65606
64.13077946,3.083446729,11.82128548,-8.778627757,15.04376081
64.14082046,3.829768962,11.68540788,-8.50107271,14.94938543
64.15086146,4.212189145,11.42341637,-7.778617056,14.44797087
64.16090146,4.385682465,11.21437139,-6.557054769,13.71099207
64.17094246,4.451977612,11.19905052,-5.172714184,13.11471727
64.18098346,4.54262875,10.70477251,-3.979298639,12.29074645
64.19102446,4.779426951,9.628952077,-2.6242719,11.06555209
64.20106546,5.383644302,8.931995546,-1.003384983,10.47716335
64.21110646,5.721391758,8.469188427,-0.1205157924,10.22135022
64.22114746,5.716454369,8.238416952,-0.1269996236,10.02823481
64.23118846,4.950662661,8.539552651,-0.4210194075,9.879791375
64.24122946,3.751995147,8.615128498,-0.5226105402,9.411218221
64.25127046,2.237022502,8.827625086,-0.2167656398,9.10923826
64.26131046,0.7710191184,8.699730107,-0.4993897851,8.748094911
64.27135146,0.3330024397,7.381730277,-0.7890419912,7.431246179
64.28139246,0.4210685241,5.864540368,-0.401786892,5.893349229
64.29143346,0.2322104752,3.87045155,-0.2312035847,3.884298135
64.30147446,-0.45635764,1.611700795,0.01797258675,1.675161115
64.31151546,-1.77542868,-0.4967578071,0.3424866966,1.875156648
64.32155646,-3.307461746,-2.534465684,0.1463792697,4.169441977
64.33159746,-5.246997212,-4.971256555,0.1372505967,7.229329789
64.34163846,-6.947659884,-7.131579959,0.3531975897,9.962638161
64.35167946,-7.77093323,-9.953124636,0.7877602816,12.65198244
64.36171946,-7.53504778,-13.31355572,1.457922531,15.36727852
64.37176046,-6.670804163,-17.1470862,1.88256195,18.49503265
64.38180146,-4.106715315,-21.57386582,2.471304646,22.09986751
64.39184246,0.2545556098,-24.83326287,3.591438206,25.09291079
64.40188346,3.771811361,-26.75620394,4.76375115,27.43746226
64.41192446,5.813979494,-26.81225769,5.2773045,27.93831531
64.42196546,6.469200938,-24.96271087,5.634881033,26.39582124
64.43200642,6.601173765,-22.56595121,6.854206175,24.49036119
64.44204742,6.577188486,-19.54866163,9.164284374,22.56975162
64.45208842,5.46172919,-15.28560639,11.78654834,20.0599843
64.46212842,2.668958076,-10.85978922,13.30126371,17.37762859
64.47216942,-1.312856035,-6.568384334,13.32056186,14.9098837
64.48221042,-5.442302985,-2.445980939,10.7884029,12.32846794
64.49225142,-8.257011098,1.173695226,5.576196038,10.03243515
64.50229242,-9.179607587,4.99919689,-0.6463091183,10.47257755
64.51233342,-8.295649499,8.403856902,-5.788893769,13.15119396
64.52237442,-6.271360981,10.44059297,-9.055873488,15.17711418
64.53241542,-3.137787827,11.76098899,-9.947117207,15.71978738
64.54245642,-0.1397706735,12.62677452,-9.321331231,15.69529186
64.55249742,2.289463255,12.72309219,-9.040550274,15.77498863
64.56253742,4.393211925,12.60154729,-9.474702528,16.36671296
64.57257842,5.855608161,12.08209001,-9.84834721,16.65097561
