Time (s),x,y,z,total_acceleration,Walking(0)/Jumping(1)
0.169599433,0.1607291698,0.0566534996,0.2990598679,0.3442096594,0
2.214777818,-0.2836384177,9.087865829,0.04594510794,9.092407109,0
1.809771881,-0.1151528955,7.653223038,-1.225040793,7.751503596,0
0.864650475,-0.4631960988,2.291976929,-0.7349021435,2.45107936,0
0.199595006,0.04754948616,0.1873922348,-0.7344532013,0.759472388,0
0.24959735,-0.2894749641,0.1676282883,0.1925663948,0.3859751473,0
0.099586568,-0.01951980591,0.1342139244,-0.1921873093,0.235224068,0
0.194594589,0.04110825062,0.1844587326,-0.5145940781,0.5481988485,0
0.534658704,0.0005909204483,-0.3808288574,5.061197281,5.075504791,0
1.419701048,0.6176919937,5.259992599,-0.02993124723,5.296221429,0
2.319778287,0.4971305728,0.9540653229,0.01028782129,1.075864901,0
1.684724641,-0.6751902103,-3.373418808,-0.09431837499,3.441617676,0
1.304681777,-0.2439248115,2.057465553,0.1177172661,2.075215934,0
2.08475386,-0.2411074042,-2.988538742,-0.7320443988,3.086322341,0
1.124673912,-0.347279191,-4.792773247,0.4184656739,4.823524826,0
1.764764902,1.01385653,5.837219238,0.4493424892,5.941627906,0
0.289601308,-0.6814808846,0.005344390869,0.4133076668,0.7970370041,0
1.679724173,-0.6359244585,-3.523125172,0.07696527243,3.580884604,0
0.4796536,-0.8166202307,0.322807312,3.097656727,3.219712776,0
0.104587037,-0.1309623718,0.04858016968,-0.1767406464,0.2252741259,0
1.039662037,0.07334032655,1.871371269,-0.218424499,1.885502186,0
2.399820839,-0.6553583741,-2.582864285,-0.09271234274,2.666322953,0
0.284600891,-0.5826075077,0.0847492218,0.0486907959,0.5907492973,0
1.974725891,0.2560825944,-5.547924995,-0.4089545012,5.568868272,0
0.319639381,0.6141731143,-0.003073692322,2.062874317,2.152363471,0
0.709646412,4.586652756,0.1293725967,2.294963598,5.130397518,0
1.86475485,1.282026887,6.848657608,0.5901272297,6.992564202,0
1.819772714,-0.09548705816,8.403434753,-0.8150074482,8.443403968,0
0.394645891,0.02883183956,0.2327461243,-1.09899807,1.123743205,0
2.029753235,-0.3841639161,-4.644478798,-0.595949173,4.698289118,0
0.609643131,-0.8680198193,-1.987240791,-0.5756294131,2.243642928,0
0.439650631,-0.7010750771,0.3947925568,1.084166527,1.35010536,0
1.754764016,0.677721262,5.086577415,0.1856195331,5.134883691,0
0.929651985,-0.9428887963,3.008659363,0.7856750488,3.249362357,0
1.129674329,-0.3669257462,-4.756521702,0.4462313652,4.791477396,0
2.259779902,0.07251179218,9.17156601,2.060375214,9.400426961,0
1.064634745,0.2678194046,-0.3530769348,-0.1722334623,0.475452333,0
0.509656568,0.01170706749,-0.6870918274,5.932744503,5.9724107,0
2.51979735,0.3035229445,-6.778993607,0.2230155468,6.789448905,0
1.934759381,0.8019465804,-4.983354568,-0.3972927928,5.063080351,0
0.829644277,0.2626749277,-1.508840561,0.08660590649,1.533981271,0
0.82464386,0.4059396088,-1.687246799,0.4535975456,1.793694361,0
1.95472412,0.3038175702,-5.636083603,-0.08126288652,5.644851384,0
0.97965636,-0.4381645322,3.523552895,-0.2330703735,3.558333171,0
2.134755266,-0.04992848635,-1.536315918,-0.1611768007,1.54555408,0
2.209777402,-0.8688949943,7.923671722,-0.2980312109,7.976739602,0
1.714761308,-0.8456834555,-0.8003616333,-1.046259165,1.565380941,0
2.439788391,-0.1034711748,-5.57781601,0.006381869316,5.578779297,0
1.449716725,-0.1906766146,2.599515915,-0.2069451511,2.614702059,0
0.409647193,0.02619469166,0.4148578644,-1.395051241,1.4556652,0
0.559622766,-0.2228680849,-0.1189813614,0.9745435715,1.006758124,0
0.614643548,-0.7262942195,-1.79547596,-0.5122075677,2.003395569,0
2.36978261,-0.886443913,-1.110024452,0.0561504364,1.421650438,0
2.529798235,0.3837522268,-6.634842396,0.2608864307,6.651049625,0
1.919758027,1.488038659,-3.450722694,-0.9977712631,3.888096405,0
1.369696568,0.8886880279,7.038052559,0.08764320612,7.094478949,0
1.154672089,-0.3364536464,-4.622629166,0.3618088961,4.64895764,0
0.919655006,-0.9074196815,3.664055824,0.8192104697,3.862618458,0
1.899757037,2.065121651,-0.2098283768,-0.9683062434,2.290496095,0
0.484654016,-1.076474428,0.3022975922,3.993168354,4.146754699,0
1.869755266,1.530272484,5.821702003,0.3190967441,6.02791596,0
1.604715006,0.3924042583,-4.885268211,-0.1924693286,4.904780427,0
1.019660318,-0.1156153977,3.036726952,0.03631019592,3.039143947,0
0.094586152,0.0358672142,0.1832666397,-0.191628933,0.2675719833,0
0.154598131,-0.07568192482,-0.09264326096,0.0768828392,0.1422023154,0
2.099757402,-0.08521091938,-2.464011669,-0.8008122444,2.592279818,0
1.079669173,0.08922344446,-1.867071152,-0.2052946091,1.880441806,0
1.229682506,0.1857298315,-2.691030979,0.1519156694,2.701707177,0
0.719638912,1.555078387,-5.423051834,1.083516002,5.744716434,0
1.849730318,0.5507472157,8.929747581,0.7442054152,8.977614163,0
1.514742141,-1.414102793,-3.089036942,0.2666065693,3.407772733,0
2.28480162,0.7836045027,5.135956764,-0.05715835094,5.195705436,0
1.834729016,0.09778642654,9.172105789,0.0749284178,9.172933068,0
1.999750423,0.05395978689,-5.336160183,-0.6730941534,5.3787148,0
1.27968662,-0.1098251343,-0.1486701965,0.03928667307,0.1889651559,0
1.494707558,-1.352010846,-1.305459023,0.244279936,1.895212198,0
2.239757089,0.452203542,11.77754307,2.553913116,12.05974631,0
0.209605579,-0.00327694416,0.08542251587,-0.9457216263,0.9495773476,0
2.294802454,0.9363337159,3.657705307,-0.369169414,3.79365457,0
2.469791256,-0.1767031848,-6.619269848,0.4225087166,6.635093892,0
1.519742558,-1.384843111,-3.529774189,0.2461497933,3.799695513,0
1.214681725,0.07151144743,-3.1324687,0.04824244976,3.133656232,0
0.884647975,-0.3331711292,4.485595703,-0.5017112494,4.525846439,0
2.014751933,-0.1306403279,-5.078938007,-0.6328880191,5.119885294,0
0.144596204,-0.1891613007,-0.08528375626,-0.1843833923,0.2775834147,0
2.504794485,0.2548493445,-6.786493301,0.3760827184,6.801681978,0
0.52465787,1.518694758,-0.1020717621,6.236449242,6.419513343,0
1.089670058,-0.01345282793,-2.797181129,-0.08392590284,2.798472227,0
2.039751464,-0.5636246204,-4.38132143,-0.6400942802,4.463560336,0
1.164672975,-0.3004458249,-4.462453842,0.384701401,4.489070857,0
0.234607714,0.5092882514,0.5391902924,-1.48119092,1.65651056,0
1.094670527,-0.118255496,-3.263596535,-0.03666126728,3.265944083,0
1.399699641,0.89039433,6.745131493,0.09991627932,6.804379779,0
1.759764433,0.8585723042,5.533014297,0.3606430292,5.610833896,0
2.269780787,0.1697333902,7.623567581,1.081987143,7.701836681,0
2.174761048,-2.878707647,0.1909475327,0.9958432317,3.052068548,0
0.834644693,0.1778323054,-1.197934151,-0.3764302731,1.268215403,0
2.149756568,-0.7302010655,-1.446066856,0.8509340286,1.829861107,0
0.76463787,0.2338578403,-0.947303772,1.054375172,1.436586554,0
1.949723652,0.4057964087,-5.554841042,-0.07645064592,5.570168258,0
2.154756985,-1.134778023,-1.299229622,1.168225765,2.083379517,0
0.17459985,0.1796826124,0.09277534485,0.1852087975,0.2742178048,0
1.719761725,-0.7502073646,-0.150021553,-1.180382967,1.406634816,0
1.98474912,0.1351053715,-5.522356987,-0.6223640442,5.55895828,0
0.869646673,-0.4852948785,2.653607368,-0.9356927872,2.855287057,0
0.894648808,-0.3684735298,4.833380699,-0.01741230488,4.847436943,0
1.159672506,-0.3288407624,-4.537536144,0.3754224181,4.564900054,0
1.509741673,-1.422912955,-2.610855579,0.2699386477,2.985651522,0
