Time (s),x,y,z,total_acceleration,Walking(0)/Jumping(1)
0.009491874996,0.1802252563,0.1799305201,0.3440419829,0.4280432467,0
0.019507875,0.213655524,0.117650072,0.2848245987,0.3749870324,0
0.029522875,0.2029378518,0.1427814049,0.2288378012,0.3375456125,0
0.039537875,0.2601096242,0.1623151982,0.2027890402,0.3675957494,0
0.049552875,0.3204736108,0.2226251346,0.2116712531,0.4439256753,0
0.059567875,0.4273560351,0.3104754567,0.347401793,0.6322311253,0
0.069582875,0.5178791195,0.3568544018,0.4114843529,0.7515738282,0
0.079597875,0.5435849413,0.3151953292,0.4903094977,0.7970169933,0
0.089613875,0.5955722433,0.3444881254,0.5663978532,0.8911705189,0
0.099628875,0.65814973,0.4022720647,0.5518336084,0.9484219591,0
0.109643875,0.6441102728,0.3187393266,0.3091039923,0.7823158441,0
0.119658875,0.5259655264,0.3079576457,0.08778337151,0.6157788294,0
0.129673875,0.5962686467,0.3951361227,-0.02990733862,0.7159352648,0
0.139688875,0.6291644973,0.1736523646,-0.178193897,0.6765768052,0
0.149703875,0.5602413198,0.04479084134,-0.04957327902,0.5642110119,0
0.159719875,0.6255900943,0.1213238776,0.1151860553,0.6475726034,0
0.169734875,0.6437038913,0.2126608944,0.0482874763,0.6796403726,0
0.179749875,0.6281970754,0.1784131676,-0.1587612605,0.6720624687,0
0.189764875,0.5355833191,0.002545877695,-0.3917850834,0.6635898769,0
0.199779875,0.4616061008,-0.1148399001,-0.5747927007,0.746093187,0
0.209794875,0.3420843351,-0.01128044844,-0.6459208632,0.7310011644,0
0.219809875,0.2567173254,0.1189078081,-0.6608388644,0.7188538494,0
0.229825875,0.1220024469,0.104176333,-0.4848201317,0.5106739326,0
0.239840875,0.1229081807,0.1501594216,-0.3137221232,0.3688845935,0
0.249855875,0.1688605714,0.1878809792,-0.2429705215,0.3504965466,0
0.259870875,0.09898254365,0.1960115325,-0.4071147287,0.4625586094,0
0.269885875,0.06975874911,0.1524702412,-0.6888987753,0.709009859,0
0.279900875,0.1363924447,0.02676387548,-1.080679473,1.089581263,0
0.289916875,0.1226769141,-0.1159362531,-1.23181041,1.243321248,0
0.299931875,0.05545703977,-0.3034827715,-1.162794262,1.203024426,0
