Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Walking(0)/Jumping(1)
184.0,-1.7,-1.65,-3.84,4.51,1
184.0,-2.59,-3.36,-2.73,5.05,1
184.0,-0.526,-0.121,0.12,0.553,1
184.0,0.0983,2.32,1.4,2.71,1
184.0,-1.96,1.41,1.47,2.83,1
184.0,-3.48,0.629,0.186,3.54,1
184.0,-3.47,-0.219,-0.538,3.52,1
184.0,-2.04,0.0813,0.439,2.08,1
184.0,-0.916,-0.12,0.677,1.15,1
184.0,-0.021,-0.694,0.735,1.01,1
185.0,0.457,-0.326,0.723,0.915,1
185.0,0.612,0.0911,0.172,0.643,1
185.0,0.359,0.666,-0.566,0.945,1
185.0,0.136,0.932,-1.16,1.5,1
185.0,0.342,1.11,-1.4,1.82,1
185.0,0.273,1.17,-1.3,1.77,1
185.0,-0.16,1.1,-0.859,1.4,1
185.0,-0.188,0.626,-0.479,0.81,1
185.0,-0.243,0.307,-0.038,0.394,1
185.0,-0.127,-0.207,-0.093,0.26,1
185.0,-0.133,-0.863,-0.107,0.88,1
185.0,0.389,-0.507,0.322,0.715,1
185.0,1.04,1.23,0.877,1.83,1
185.0,2.57,3.54,0.963,4.48,1
185.0,3.75,3.48,0.312,5.13,1
185.0,2.99,2.37,-1.16,3.99,1
185.0,0.609,1.77,-1.99,2.73,1
185.0,-1.3,0.472,-0.857,1.63,1
185.0,-1.05,-0.95,-0.568,1.53,1
185.0,0.589,-2.71,-0.172,2.78,1
185.0,1.57,-3.72,0.825,4.12,1
185.0,1.08,-4.27,1.81,4.76,1
185.0,1.16,-3.98,1.61,4.45,1
185.0,1.18,-3.68,1.54,4.16,1
185.0,1.02,-3.36,1.74,3.92,1
185.0,0.685,-2.95,1.87,3.56,1
185.0,0.254,-2.63,1.61,3.1,1
185.0,0.0338,-2.31,0.989,2.52,1
185.0,-0.00279,-1.5,-0.494,1.58,1
185.0,0.449,-0.0288,-1.88,1.94,1
185.0,0.947,0.903,-1.89,2.3,1
185.0,1.59,2.45,-0.436,2.96,1
185.0,2.45,3.39,0.998,4.3,1
185.0,2.8,1.34,1.27,3.35,1
185.0,3.3,1.09,0.874,3.59,1
185.0,3.1,4.32,1.1,5.43,1
185.0,0.861,1.37,-0.841,1.83,1
185.0,-1.6,-1.58,-3.61,4.25,1
185.0,-1.85,-1.79,-3.77,4.57,1
185.0,-1.47,-0.845,-1.43,2.22,1
185.0,-1.01,1.01,1.07,1.79,1
185.0,-1.16,0.891,2.61,2.99,1
185.0,-1.55,-1.11,1.54,2.45,1
185.0,-1.19,-0.868,-0.52,1.56,1
185.0,-1.43,0.252,-0.576,1.56,1
185.0,-1.47,1.04,0.209,1.81,1
185.0,-0.175,0.983,-0.109,1.0,1
185.0,1.89,1.49,-0.488,2.46,1
185.0,2.79,2.44,0.00222,3.7,1
185.0,1.83,2.66,-2.28,3.95,1
185.0,0.557,1.85,-3.14,3.69,1
185.0,-0.716,1.09,-1.79,2.21,1
185.0,-1.41,0.832,-0.0148,1.64,1
185.0,-1.47,0.799,0.775,1.85,1
185.0,-1.23,1.06,0.834,1.83,1
186.0,-0.775,0.644,0.166,1.02,1
186.0,-0.41,0.711,-1.04,1.33,1
186.0,0.16,0.469,-1.19,1.29,1
186.0,0.835,-0.43,-0.625,1.13,1
186.0,1.13,-0.403,0.523,1.31,1
186.0,1.88,1.57,1.53,2.89,1
186.0,2.96,3.62,1.57,4.93,1
186.0,2.5533333333333332,2.06,0.667,4.66,1
186.0,2.1466666666666665,-0.867,-1.13,4.27,1
186.0,1.74,-0.945,-2.41,3.12,1
186.0,-1.99,-0.784,-2.14,3.02,1
186.0,-3.01,0.701,-0.122,3.09,1
186.0,-1.18,1.19,1.66,2.36,1
186.0,-0.489,-1.43,3.19,3.53,1
186.0,-1.06,-4.53,4.02,6.15,1
186.0,-2.02,-4.615,3.53,7.13,1
186.0,-2.24,-4.7,2.56,5.8,1
186.0,-1.88,-3.81,1.37,4.47,1
186.0,-1.58,-3.26,0.931,3.74,1
186.0,-0.966,-2.76,0.748,3.02,1
186.0,-0.385,-2.13,0.35,2.19,1
186.0,0.0718,-1.24,0.0219,1.24,1
186.0,0.5,-0.376,-0.063,0.629,1
186.0,1.0,-0.74,-0.163,1.25,1
186.0,1.81,-1.35,-0.113,2.26,1
186.0,2.66,0.965,-0.363,2.85,1
186.0,3.05,4.3,0.375,5.29,1
186.0,2.81,3.96,-0.527,4.89,1
186.0,2.12,1.43,-2.01,3.25,1
186.0,1.6,3.5,-2.78,4.75,1
186.0,1.89,1.916,-1.31,6.21,1
186.0,0.229,0.332,-1.57,1.62,1
186.0,-0.986,-2.05,-0.76,2.4,1
186.0,-1.36,-1.49,0.199,2.02,1
186.0,-0.422,0.715,0.145,0.843,1
186.0,-0.107,1.75,-0.82,1.94,1
186.0,-0.459,0.226,-1.33,1.43,1
186.0,-1.25,-1.4,-0.843,2.06,1
186.0,-1.82,-1.05,0.368,2.13,1
186.0,-2.55,0.243,1.81,3.14,1
186.0,-2.22,0.621,1.61,2.81,1
186.0,-0.997,0.354,-0.129,1.07,1
186.0,-0.745,0.227,1.15,1.39,1
186.0,-0.695,0.47,1.99,2.16,1
186.0,-0.457,1.09,0.521,1.29,1
186.0,-0.055,1.89,-1.25,2.27,1
186.0,0.193,1.9,-2.01,2.78,1
186.0,0.181,1.16,-2.23,2.52,1
186.0,0.088,0.621,-1.65,1.77,1
186.0,-0.0142,0.626,-0.41,0.748,1
186.0,-0.419,0.526,0.599,0.9,1
186.0,-0.848,0.585,0.327,1.08,1
186.0,-0.87,0.767,-0.628,1.32,1
186.0,-0.592,0.737,-1.14,1.48,1
187.0,-0.283,0.121,-0.815,0.872,1
187.0,0.34,-0.0661,-0.141,0.374,1
187.0,1.13,0.939,0.83,1.69,1
187.0,1.47,2.8,2.27,3.9,1
187.0,2.02,2.9,2.63,4.41,1
187.0,2.77,0.784,1.23,3.13,1
187.0,2.43,-0.0555,-0.789,2.55,1
187.0,1.35,0.485,-2.04,2.5,1
187.0,-1.09,-0.0548,-1.84,2.14,1
187.0,-1.85,-0.45,-0.459,1.96,1
187.0,-0.668,-1.51,0.89,1.88,1
187.0,0.00922,-3.42,2.22,4.08,1
187.0,-0.877,-4.76,2.86,5.62,1
187.0,-1.66,-5.07,3.28,6.26,1
187.0,-1.15,-4.78,3.0,5.75,1
187.0,-1.34,-4.48,2.86,5.48,1
187.0,-1.16,-4.02,2.69,4.97,1
187.0,-0.662,-3.36,2.05,3.99,1
187.0,-0.00718,-2.49,0.782,2.61,1
187.0,0.615,-0.579,-0.684,1.09,1
187.0,1.96,2.8,-0.961,3.55,1
187.0,2.89,5.25,-0.892,6.06,1
187.0,1.99,4.91,-1.72,5.57,1
187.0,1.06,2.07,-1.87,2.98,1
187.0,0.72,-0.293,-0.906,1.19,1
187.0,1.48,2.79,1.19,3.38,1
187.0,1.37,4.72,1.79,5.23,1
187.0,-0.439,0.12,1.44,1.51,1
187.0,-1.21,-2.82,-0.025,3.07,1
187.0,-0.916,-1.9,-1.89,2.83,1
187.0,-0.202,0.122,-2.01,2.03,1
187.0,0.0805,1.18,-0.871,1.47,1
187.0,-0.621,0.514,-0.00957,0.806,1
187.0,-1.1,0.0633,-0.082,1.11,1
187.0,-1.41,0.283,0.493,1.52,1
187.0,-1.47,0.0289,0.965,1.76,1
187.0,-1.08,-0.0706,1.4,1.77,1
187.0,0.236,0.607,0.716,0.968,1
187.0,0.557,1.42,0.0241,1.53,1
187.0,0.331,1.85,-0.603,1.97,1
187.0,0.0964,1.31,-1.47,1.97,1
187.0,0.0102,0.821,-1.19,1.44,1
187.0,-0.346,0.578,-0.561,0.877,1
187.0,-0.709,0.595,-0.0952,0.93,1
187.0,-0.677,0.799,0.0383,1.05,1
187.0,-0.82,0.619,-0.0958,1.03,1
187.0,-1.01,0.372,-0.192,1.09,1
187.0,-1.24,0.307,-0.673,1.44,1
187.0,-1.15,0.0872,-0.782,1.39,1
187.0,-0.752,-0.319,-0.389,0.905,1
187.0,0.299,1.11,0.389,1.21,1
187.0,1.58,4.83,1.65,5.34,1
187.0,3.57,4.47,1.05,5.82,1
187.0,3.145,1.12,-0.248,4.26,1
188.0,2.72,0.394,-1.53,3.14,1
188.0,-0.837,-0.608,-1.13,1.53,1
188.0,-1.95,-0.683,0.629,2.16,1
188.0,-0.554,-1.07,2.42,2.71,1
188.0,0.129,-2.4,2.98,3.83,1
188.0,-0.137,-3.34,2.25,4.03,1
188.0,0.105,-3.66,2.18,4.26,1
188.0,0.29,-4.07,1.95,4.52,1
188.0,0.134,-3.96,1.87,4.38,1
188.0,0.114,-3.58,1.69,3.96,1
188.0,0.207,-2.99,1.08,3.18,1
188.0,0.427,-2.65,0.125,2.69,1
188.0,0.721,-2.55,-0.682,2.73,1
188.0,1.08,-2.48,-0.817,2.82,1
188.0,1.23,-1.36,-0.913,2.05,1
188.0,1.44,1.49,0.284,2.09,1
188.0,1.02,4.74,2.64,5.52,1
188.0,-0.17,4.93,3.4000000000000004,7.19,1
188.0,-0.514,2.37,4.16,4.82,1
188.0,0.71,0.911,1.21,1.68,1
188.0,1.93,0.332,-2.08,2.85,1
188.0,3.2,1.53,-2.39,5.63,1
188.0,2.265,3.23,-2.7,6.01,1
188.0,1.33,-0.569,-0.563,1.55,1
188.0,0.138,-2.04,-0.938,2.25,1
188.0,-0.763,-1.49,-0.226,1.69,1
188.0,-1.41,-1.14,0.271,1.83,1
188.0,-2.13,-0.875,1.01,2.52,1
188.0,-1.8533333333333333,-1.26,2.56,4.67,1
188.0,-1.5766666666666667,-1.52,3.14,5.18,1
188.0,-1.3,0.247,1.82,2.25,1
188.0,0.672,3.08,0.506,3.19,1
188.0,1.18,5.13,-1.21,5.4,1
188.0,0.754,4.26,-3.46,5.54,1
188.0,0.0552,1.85,-3.6799999999999997,4.83,1
188.0,0.153,-0.17,-3.9,3.91,1
188.0,0.537,-0.34,-1.09,1.26,1
188.0,0.404,0.237,1.9,1.96,1
188.0,-0.706,0.519,2.86,2.99,1
188.0,-1.03,0.605,1.61,2.01,1
188.0,-1.07,0.966,0.0835,1.45,1
188.0,-0.986,1.19,-0.842,1.76,1
188.0,0.147,1.64,-0.796,1.83,1
188.0,0.984,1.73,-0.768,2.13,1
188.0,1.24,1.01,-1.43,2.15,1
188.0,1.01,-0.448,-1.61,1.95,1
188.0,0.693,-1.11,-1.23,1.8,1
188.0,0.926,0.0914,-1.06,1.41,1
188.0,1.6,2.36,-1.19,3.09,1
188.0,1.44,4.42,-0.663,4.69,1
188.0,0.657,2.66,-1.12,2.96,1
188.0,0.216,-1.16,-1.74,2.1,1
188.0,0.905,-2.49,-0.989,2.83,1
188.0,1.76,-2.25,0.901,3.0,1
189.0,2.2,-2.14,3.09,4.36,1
189.0,1.76,-2.7,3.49,5.58,1
189.0,1.57,-3.33,3.89,5.36,1
189.0,0.474,-4.0,2.81,4.91,1
189.0,-0.726,-3.85,1.83,4.32,1
189.0,-1.28,-3.04,0.481,3.34,1
189.0,-1.66,-2.34,-1.2,3.11,1
189.0,-1.51,-1.83,-2.49,3.44,1
189.0,-0.961,-1.78,-2.31,3.07,1
189.0,-0.108,-1.77,-0.762,1.93,1
189.0,0.833,-0.886,0.94,1.54,1
189.0,1.88,1.09,3.41,4.04,1
189.0,2.5,1.69,3.3,4.47,1
189.0,2.45,2.67,2.6,4.46,1
189.0,2.63,1.1933333333333334,0.64,5.984999999999999,1
189.0,1.84,-0.2833333333333332,-2.0,7.51,1
189.0,0.658,-1.76,-2.92,4.84,1
189.0,0.41,-3.78,-3.84,5.4,1
189.0,1.13,-2.92,-1.58,3.51,1
189.0,1.51,-0.12,2.29,2.75,1
189.0,0.549,1.62,3.6,3.99,1
189.0,-1.66,-0.479,2.18,2.78,1
189.0,-1.89,-0.817,0.244,2.08,1
189.0,-2.28,-0.0555,-0.177,2.29,1
189.0,-2.62,0.956,-0.371,2.81,1
189.0,-1.25,0.91,-1.12,1.91,1
189.0,0.794,0.243,-0.702,1.09,1
189.0,0.948,1.09,0.602,1.57,1
189.0,0.49,1.74,-0.266,1.83,1
189.0,0.819,0.863,-2.54,2.81,1
189.0,1.28,0.741,-3.43,3.73,1
189.0,0.68,0.865,-0.946,1.45,1
189.0,-0.226,0.653,1.73,1.87,1
189.0,-0.141,-0.0906,1.59,1.59,1
189.0,0.299,-0.186,0.208,0.409,1
189.0,-0.0859,0.265,0.123,0.305,1
189.0,-0.693,0.698,0.437,1.08,1
189.0,-0.809,0.963,0.14,1.27,1
189.0,-0.427,1.06,-0.501,1.25,1
189.0,0.371,1.81,-0.982,2.09,1
189.0,1.01,1.95,-0.576,2.27,1
189.0,0.67,0.661,0.115,0.948,1
189.0,0.427,-1.37,-0.465,1.51,1
189.0,0.805,-1.71,-0.161,1.9,1
189.0,2.17,0.353,-0.219,2.21,1
189.0,2.033333333333333,4.27,-1.19,6.36,1
189.0,1.8966666666666667,3.27,-0.357,5.57,1
189.0,1.76,-1.73,-1.69,2.99,1
189.0,-1.25,-2.84,-2.8,4.17,1
189.0,-2.26,-1.24,-1.39,2.93,1
189.0,-1.55,0.306,0.868,1.81,1
189.0,-1.05,-0.383,3.34,3.52,1
189.0,-0.612,-2.16,3.8,4.41,1
189.0,-0.398,-3.86,3.55,5.26,1
189.0,-0.672,-3.62,2.71,4.57,1
190.0,-0.53,-2.96,1.71,3.46,1
190.0,-0.352,-2.91,1.05,3.11,1
190.0,-0.081,-2.83,0.599,2.9,1
190.0,0.337,-2.61,0.038,2.63,1
190.0,0.773,-2.17,-0.538,2.36,1
190.0,1.18,-1.64,-1.1,2.3,1
190.0,1.41,-0.936,-1.62,2.34,1
190.0,1.68,0.145,-2.07,2.67,1
190.0,1.97,2.35,-1.66,3.48,1
190.0,2.34,3.4,-0.448,4.15,1
190.0,2.1,1.51,-0.607,2.65,1
190.0,1.85,3.22,-1.17,3.9,1
190.0,1.5,1.6406500000000002,-0.163,6.48,1
190.0,-1.04,0.0613,-0.385,1.11,1
190.0,-2.54,-2.62,0.126,3.65,1
190.0,-1.37,-2.2,-0.207,2.6,1
190.0,0.495,-1.05,-2.21,2.5,1
190.0,1.19,1.69,-2.01,2.88,1
190.0,0.548,1.78,-1.39,2.32,1
190.0,-0.804,-0.743,-1.02,1.5,1
190.0,-2.05,-0.375,-0.388,2.12,1
190.0,-2.56,0.858,1.54,3.1,1
190.0,-2.57,1.37,1.86,3.46,1
190.0,-1.87,0.0838,0.707,2.0,1
190.0,-1.55,-0.618,1.47,2.22,1
190.0,-0.885,0.372,2.06,2.27,1
190.0,0.0142,0.84,0.286,0.887,1
190.0,0.735,0.971,-1.39,1.85,1
190.0,0.721,1.49,-1.53,2.26,1
190.0,0.379,1.27,-1.57,2.06,1
190.0,0.11,0.623,-1.26,1.41,1
190.0,-0.0852,0.581,-0.621,0.855,1
190.0,-0.275,0.921,0.224,0.987,1
190.0,-0.514,1.02,0.0763,1.14,1
190.0,-0.557,0.68,-0.756,1.16,1
190.0,-0.51,1.23,-1.43,1.95,1
190.0,-0.65,1.74,-1.36,2.31,1
190.0,-0.999,0.945,-0.721,1.55,1
190.0,-0.596,-0.393,-0.301,0.775,1
190.0,0.0101,-0.135,0.834,0.845,1
190.0,1.27,2.57,2.04,3.52,1
190.0,2.54,4.33,2.64,5.67,1
190.0,3.11,2.51,0.927,4.1,1
190.0,2.22,0.485,-1.58,2.77,1
190.0,1.38,0.253,-2.03,2.47,1
190.0,-0.54,0.0277,-1.69,1.77,1
190.0,-1.93,-1.04,-0.132,2.2,1
190.0,-0.964,-2.48,1.67,3.14,1
190.0,0.0828,-4.17,3.46,5.42,1
190.0,-1.08,-5.27,3.526666666666667,7.34,1
190.0,-1.59,-5.0,3.5933333333333333,7.09,1
190.0,-1.63,-5.03,3.66,6.43,1
190.0,-1.47,-5.09,2.53,5.87,1
190.0,-0.851,-5.1,1.16,5.3,1
191.0,-0.197,-4.78,-0.238,4.79,1
191.0,0.337,-3.12,-1.22,3.36,1
191.0,1.6,1.68,-1.39,2.7,1
191.0,2.94,2.16,-0.891,7.16,1
191.0,2.57,2.64,-1.33,5.995,1
191.0,3.35,3.12,-1.54,4.83,1
191.0,1.53,-1.12,-0.558,1.98,1
191.0,0.693,-0.115,1.34,1.52,1
191.0,-0.122,1.85,1.55,2.41,1
191.0,0.0884,2.93,1.99,3.55,1
191.0,-0.61,0.871,1.0,1.46,1
191.0,-0.665,-1.06,-0.111,1.26,1
191.0,-0.456,-1.33,-0.712,1.58,1
191.0,-0.188,-0.921,-0.944,1.33,1
191.0,-0.0191,-0.256,0.316,0.407,1
191.0,-0.213,-0.326,1.52,1.57,1
191.0,-0.928,-1.37,1.33,2.12,1
191.0,-1.1,-1.31,1.2,2.09,1
191.0,-0.32,-0.517,1.08,1.24,1
191.0,0.805,0.529,0.378,1.03,1
191.0,1.43,2.26,-0.581,2.73,1
191.0,1.47,3.38,-2.05,4.22,1
191.0,1.25,3.44,-2.78,4.6,1
191.0,0.652,2.14,-2.0,3.0,1
191.0,-0.241,1.08,-1.06,1.54,1
191.0,-0.76,1.11,-0.0563,1.35,1
191.0,-1.0,0.716,0.371,1.29,1
191.0,-0.844,-0.362,0.516,1.05,1
191.0,-1.03,-0.157,0.471,1.14,1
191.0,-1.35,0.685,0.251,1.53,1
191.0,-1.02,1.14,-0.698,1.68,1
191.0,-0.532,1.18,-1.48,1.96,1
191.0,-0.143,1.2,-1.05,1.6,1
191.0,0.189,0.508,-0.979,1.12,1
191.0,0.756,-0.0834,-0.246,0.799,1
191.0,1.12,0.282,0.547,1.28,1
191.0,2.1,2.44,1.05,3.39,1
191.0,3.38,3.88,0.771,5.2,1
191.0,3.57,1.57,-0.418,3.93,1
191.0,1.96,-0.36,-2.35,3.08,1
191.0,0.111,-0.902,-2.63,2.78,1
191.0,-2.44,-0.892,-0.554,2.66,1
191.0,-1.62,0.327,1.59,2.29,1
191.0,-0.00629,-0.879,3.52,3.63,1
191.0,0.8,-3.65,3.97,5.46,1
191.0,-0.237,-5.74,4.31,7.19,1
191.0,-0.822,-5.07,4.06,6.54,1
191.0,-0.966,-4.52,2.83,5.42,1
191.0,-0.585,-3.9,1.68,4.29,1
191.0,-0.175,-3.27,0.389,3.3,1
191.0,0.167,-2.56,-0.592,2.63,1
191.0,1.05,-1.15,-0.831,1.77,1
191.0,2.53,1.78,-1.3,3.36,1
191.0,3.6,3.16,-1.75,5.1,1
192.0,2.62,1.99,0.02,4.45,1
192.0,1.64,-0.0289,2.01,2.6,1
192.0,-0.685,-0.6,2.49,2.65,1
192.0,-1.25,1.09,3.09,3.51,1
192.0,0.114,0.627,2.83,7.4,1
192.0,0.175,0.16400000000000003,-0.932,6.59,1
192.0,0.635,-0.299,-3.83,3.89,1
192.0,0.417,-3.19,-2.865,5.41,1
192.0,0.532,-2.58,-1.9,3.25,1
192.0,0.479,-0.366,-0.398,0.722,1
192.0,0.0775,2.06,1.82,2.75,1
192.0,-2.28,0.712,2.41,3.39,1
192.0,-3.46,0.0207,0.597,3.51,1
192.0,-3.31,-0.0225,-0.243,3.32,1
192.0,-2.3,0.104,0.528,2.37,1
192.0,-0.921,0.369,0.936,1.36,1
192.0,0.406,0.705,1.53,1.73,1
192.0,0.916,1.09,1.51,2.07,1
192.0,0.698,0.615,-0.254,0.965,1
192.0,0.704,0.469,-1.88,2.07,1
192.0,0.925,0.993,-1.91,2.34,1
192.0,0.941,1.13,-1.0,1.78,1
192.0,0.517,0.731,-0.157,0.909,1
192.0,-0.0506,0.584,0.232,0.631,1
192.0,-0.173,0.623,0.396,0.758,1
192.0,-0.172,0.86,0.554,1.04,1
192.0,-0.157,0.411,0.469,0.643,1
192.0,0.00881,-0.539,0.328,0.631,1
192.0,0.787,-0.821,0.0895,1.14,1
192.0,1.99,1.34,-0.233,2.41,1
192.0,3.85,4.8,0.0788,6.15,1
192.0,2.97,4.05,-0.526,5.05,1
192.0,-0.385,1.75,-0.847,1.98,1
192.0,-1.83,-0.151,-1.37,2.29,1
192.0,-1.28,-1.7,-1.03,2.36,1
192.0,0.151,-2.64,-0.702,2.73,1
192.0,0.302,-3.43,0.55,3.49,1
192.0,0.0294,-3.52,1.5,3.82,1
192.0,0.148,-3.49,1.49,3.8,1
192.0,0.231,-3.56,1.78,3.99,1
192.0,0.36,-3.38,2.57,4.26,1
192.0,0.423,-2.88,2.91,4.12,1
192.0,0.395,-2.48,2.73,3.71,1
192.0,0.412,-2.35,1.98,3.1,1
192.0,0.332,-2.13,0.291,2.18,1
192.0,0.194,-2.42,-0.45,2.47,1
192.0,0.249,-1.89,-1.19,2.25,1
192.0,0.9,1.55,-0.387,1.83,1
192.0,0.977,4.5,0.998,4.71,1
192.0,0.153,3.96,1.19,4.14,1
192.0,0.337,2.07,1.06,2.35,1
192.0,0.615,0.337,-0.467,0.842,1
192.0,1.18,-0.814,-2.17,2.6,1
192.0,1.99,0.845,-2.8,3.54,1
192.0,2.49,3.61,-0.253,4.39,1
193.0,0.19,1.21,0.607,1.37,1
193.0,-0.913,-0.345,-1.37,1.68,1
193.0,-1.11,0.554,-1.67,2.08,1
193.0,-1.25,1.31,-1.29,2.22,1
193.0,-1.71,0.636,-0.658,1.94,1
193.0,-1.81,0.665,0.225,1.95,1
193.0,-1.97,0.844,1.67,2.72,1
193.0,-1.96,0.485,1.59,2.58,1
193.0,-1.44,-0.0987,-0.276,1.47,1
193.0,-0.822,0.0774,-1.17,1.43,1
193.0,-0.323,0.26,-0.65,0.771,1
193.0,-0.0466,0.143,-0.383,0.411,1
193.0,-0.0516,0.00293,-0.452,0.455,1
193.0,-0.0654,0.0968,-0.379,0.396,1
193.0,0.00918,0.52,-0.152,0.542,1
193.0,-0.296,0.725,0.0937,0.788,1
193.0,-0.792,0.95,0.514,1.34,1
193.0,-0.244,1.12,-0.0601,1.15,1
193.0,0.719,0.845,-0.336,1.16,1
193.0,1.44,0.277,0.133,1.47,1
193.0,2.33,-0.372,0.514,2.42,1
193.0,2.92,-0.419,0.487,2.99,1
193.0,3.27,0.789,0.264,3.37,1
193.0,2.85,1.46,-0.236,3.22,1
193.0,1.41,1.63,-1.41,2.58,1
193.0,0.381,1.97,-2.11,2.91,1
193.0,-0.42,2.3,-1.05,2.57,1
193.0,-0.682,1.76,0.273,1.91,1
193.0,-0.00585,-0.0773,0.0726,0.106,1
193.0,1.33,-2.35,-0.0819,2.71,1
193.0,1.65,-4.12,0.719,4.5,1
193.0,0.317,-4.68,1.72,5.0,1
193.0,0.196,-3.83,2.12,4.38,1
193.0,0.315,-3.31,2.54,4.19,1
193.0,0.331,-2.79,2.62,3.84,1
193.0,0.225,-2.39,2.14,3.22,1
193.0,0.281,-2.12,1.16,2.43,1
193.0,-0.0783,-2.18,-0.0658,2.18,1
193.0,-0.833,-2.83,-1.26,3.21,1
193.0,-1.6,-3.44,-0.615,3.85,1
193.0,-1.73,-2.48,-0.124,3.02,1
193.0,0.764,2.83,0.298,2.95,1
193.0,2.33,5.58,4.23,7.38,1
193.0,2.15,1.32,3.2,4.08,1
193.0,3.01,-0.643,0.75,3.17,1
193.0,2.72,4.79,-1.04,5.6,1
193.0,2.14,2.3871,-2.58,5.805,1
193.0,-0.363,-0.0158,-2.3133333333333335,6.01,1
193.0,-0.514,-3.41,-2.046666666666667,6.72,1
193.0,0.489,-2.23,-1.78,2.89,1
193.0,0.732,0.646,1.53,1.81,1
193.0,-0.626,1.4,1.975,4.83,1
193.0,-2.1,-0.442,2.42,3.24,1
193.0,-2.8,-0.192,0.698,2.89,1
194.0,-2.65,0.978,-0.204,2.83,1
194.0,-1.28,1.82,-1.76,2.84,1
194.0,-0.0365,1.89,-2.77,3.35,1
194.0,0.598,2.18,-2.17,3.14,1
194.0,1.62,1.92,-1.69,3.03,1
194.0,1.63,0.862,-1.57,2.42,1
194.0,1.12,0.0747,-1.47,1.85,1
194.0,0.262,-0.146,-1.17,1.21,1
194.0,-0.377,-0.315,-0.603,0.778,1
194.0,-0.215,0.337,0.141,0.424,1
194.0,-0.169,1.14,0.754,1.38,1
194.0,-0.0281,1.51,0.294,1.54,1
194.0,-0.101,1.42,-0.576,1.54,1
194.0,-0.0183,1.06,-0.783,1.32,1
194.0,-0.339,0.349,-0.811,0.945,1
194.0,-0.273,0.555,-0.317,0.695,1
194.0,0.799,2.57,0.608,2.76,1
194.0,2.18,4.13,1.15,4.81,1
194.0,2.6,1.47,0.757,3.08,1
194.0,1.87,-1.13,0.168,2.19,1
194.0,1.19,-1.74,-0.71,2.22,1
194.0,1.09,-0.77,-1.85,2.28,1
194.0,0.877,-0.25,-2.38,2.55,1
194.0,0.000368,0.163,-1.25,1.26,1
194.0,-0.523,-0.331,0.273,0.677,1
194.0,-0.273,-1.45,1.6,2.17,1
194.0,-0.0848,-3.36,4.19,5.37,1
194.0,-1.11,-4.83,3.8100000000000005,6.385,1
194.0,-1.95,-3.9,3.43,7.4,1
194.0,-2.37,-3.4,3.05,6.1,1
194.0,-2.4,-3.65,2.67,5.12,1
194.0,-1.8,-3.82,0.665,4.28,1
194.0,-0.624,-3.46,-1.39,3.79,1
194.0,0.667,-2.19,-2.52,3.4,1
194.0,1.68,0.964,-2.09,2.85,1
194.0,3.62,2.4,-0.236,4.35,1
194.0,3.21,1.97,1.45,4.04,1
194.0,3.26,1.79,1.76,5.09,1
194.0,3.31,-0.528,0.997,3.5,1
194.0,0.768,0.719,-0.647,1.23,1
194.0,-0.0991,2.3845,-1.57,7.78,1
194.0,-1.42,4.05,-2.55,4.99,1
194.0,-2.1,-2.38,-2.04,3.78,1
194.0,-2.1,-2.28,0.742,3.19,1
194.0,-1.77,0.28,2.03,2.71,1
194.0,-1.12,1.71,1.45,2.51,1
194.0,-0.537,1.02,0.321,1.2,1
194.0,-0.943,0.101,-1.42,1.71,1
194.0,-1.55,0.818,-1.27,2.16,1
194.0,-0.811,2.96,-1.28,3.33,1
194.0,1.06,3.51,-1.9,4.12,1
194.0,1.26,2.03,0.0279,2.39,1
194.0,0.0543,1.03,-0.46,1.13,1
194.0,-0.828,0.75,-0.0733,1.12,1
195.0,-1.04,0.268,0.466,1.17,1
195.0,-1.05,-0.449,0.0739,1.14,1
195.0,-1.04,-0.493,0.129,1.16,1
195.0,-0.928,-0.144,0.554,1.09,1
195.0,-0.737,0.193,0.609,0.975,1
195.0,-0.555,-0.0426,0.388,0.678,1
195.0,-0.23,-0.0264,-0.0141,0.232,1
195.0,-0.0744,0.346,-0.352,0.499,1
195.0,-0.291,1.16,-0.9,1.5,1
195.0,-0.0919,1.99,-0.991,2.22,1
195.0,0.533,0.907,-0.507,1.17,1
195.0,1.11,0.272,0.417,1.22,1
195.0,2.18,2.13,1.01,3.21,1
195.0,2.89,3.82,1.05,4.9,1
195.0,2.98,1.77,0.399,3.49,1
195.0,1.9,-0.205,-1.59,2.49,1
195.0,-0.55,-0.441,-2.58,2.68,1
195.0,-2.56,0.0205,-1.54,2.98,1
195.0,-2.06,-0.12,-0.142,2.07,1
195.0,-0.544,-2.05,1.49,2.59,1
195.0,-0.111,-4.64,2.59,5.32,1
195.0,-1.37,-4.845,4.27,7.52,1
195.0,-0.773,-5.05,4.09,6.55,1
195.0,-0.992,-4.48,3.82,5.96,1
195.0,-0.903,-3.73,3.39,5.12,1
195.0,-0.641,-3.03,2.49,3.97,1
195.0,-0.283,-2.31,1.12,2.58,1
195.0,0.711,-1.17,-0.408,1.43,1
195.0,2.5,0.194,-1.63,2.99,1
195.0,3.39,2.22,-1.46,4.31,1
195.0,3.45,4.47,-0.604,5.68,1
195.0,3.1,2.87,-1.31,4.42,1
195.0,1.4,-1.4,-1.75,2.64,1
