Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Walking(0)/Jumping(1)
0.119,0.27,-0.015,-0.253,0.371,1
0.137,0.422,0.183,-0.585,0.745,1
0.155,0.167,-0.196,-0.465,0.532,1
0.174,-0.12,-0.0952,-0.297,0.334,1
0.192,-0.0708,0.271,0.172,0.328,1
0.211,0.103,0.338,0.175,0.394,1
0.229,-0.283,-0.338,0.442,0.624,1
0.248,-0.554,-0.843,0.457,1.11,1
0.266,-0.794,-0.619,0.607,1.18,1
0.284,1.1,-0.0116,-0.708,1.31,1
0.303,1.1,0.285,0.501,1.24,1
0.321,-0.175,0.227,0.241,0.375,1
0.34,-0.885,-0.841,0.998,1.58,1
0.358,-1.21,0.312,0.285,1.28,1
0.376,0.445,0.742,-0.486,0.992,1
0.395,0.654,0.176,-0.939,1.16,1
0.413,-0.0639,0.177,-2.2,2.21,1
0.432,-0.735,0.632,-2.2,2.41,1
0.45,-0.797,1.23,-2.57,2.96,1
0.468,-0.937,1.48,-2.59,3.13,1
0.487,-2.37,1.05,-1.16,2.85,1
0.505,-2.7433333333333336,1.73,0.921,4.22,1
0.524,-3.1166666666666667,0.296,1.3,4.13,1
0.542,-3.49,0.204,0.833,3.59,1
0.561,-2.54,-0.163,0.102,2.55,1
0.579,-1.54,-1.91,-1.08,2.68,1
0.597,-1.54,-1.96,-1.39,2.86,1
0.616,-1.29,-1.82,-1.05,2.46,1
0.634,0.0196,-0.984,-0.592,1.15,1
0.653,-1.21,-3.05,1.34,3.54,1
0.671,-0.347,-3.97,2.33,4.62,1
0.689,1.66,-4.28,1.34,4.79,1
0.708,0.498,-4.37,0.473,4.43,1
0.726,2.84,-4.29,-0.946,5.23,1
0.745,3.0866666666666664,-4.31,-1.1,5.91,1
0.763,3.3333333333333335,-4.63,0.709,6.29,1
0.782,3.58,-4.47,-0.292,5.73,1
0.8,3.22,-4.55,-1.69,5.82,1
0.818,3.71,-4.43,-1.81,6.06,1
0.837,3.5533333333333332,-4.15,0.00364,6.55,1
0.855,3.396666666666667,-3.89,2.09,7.18,1
0.874,3.24,-2.98,4.26,6.13,1
0.892,1.02,-2.17,3.76,5.01,1
0.91,0.324,-1.15,3.26,3.47,1
0.929,-0.185,-0.532,2.57,2.64,1
0.947,-0.53,0.0969,1.88,1.95,1
0.966,-1.73,1.82,1.17,2.77,1
0.984,-3.55,2.26,0.782,4.28,1
1.0,-3.513333333333333,2.03,1.16,4.92,1
1.02,-3.4766666666666666,1.72,0.823,5.95,1
1.04,-3.44,2.87,0.267,6.56,1
1.06,-3.4033333333333333,2.48,-0.358,7.1,1
1.08,-3.3666666666666667,2.45,-1.47,7.05,1
1.09,-3.33,2.73,-4.0,7.14,1
1.11,-3.2933333333333334,3.65,-2.6917666666666666,7.23,1
1.13,-3.256666666666667,1.7,-1.3835333333333333,7.32,1
1.15,-3.22,1.11,-0.0753,3.41,1
1.17,-2.73,1.45,4.15,5.18,1
1.19,-1.46,1.78,2.69,3.54,1
1.21,1.22,1.84,0.439,2.25,1
1.22,3.61,0.671,0.11,3.67,1
1.24,2.625,-1.3,1.76,4.48,1
1.26,1.64,-1.17,2.34,3.09,1
1.28,0.397,-1.28,-1.87,2.3,1
1.3,0.674,-0.148,-4.04,4.1,1
1.32,0.393,-1.1,-1.57,1.96,1
1.33,0.673,-1.68,-0.227,1.83,1
1.35,1.42,-1.04,-0.0702,1.76,1
1.37,2.67,-0.0617,-0.446,2.71,1
1.39,3.65,0.577,-0.549,3.73,1
1.41,2.2,-0.0656,1.13,2.47,1
1.43,1.38,0.355,1.98,2.44,1
1.44,-1.91,-0.768,1.99,2.87,1
1.46,-2.07,-1.7,1.16,6.26,1
1.48,-2.23,-1.78,-2.82,5.4,1
1.5,-2.39,-2.28,-2.41,4.08,1
1.52,-0.554,-0.923,-3.21,3.39,1
1.54,-0.539,2.64,-2.72,3.83,1
1.55,0.0809,3.61,1.47,3.9,1
1.57,0.897,-2.38,2.51,3.57,1
1.59,3.32,-3.97,1.7545,3.52,1
1.61,0.5349999999999997,5.52,0.999,3.4699999999999998,1
1.63,-2.25,0.934,2.0595,3.42,1
1.65,0.798,0.985,3.12,3.37,1
1.67,3.08,-2.7,-0.228,4.1,1
1.68,-0.893,-0.541,2.19,2.43,1
1.7,-0.31,-0.0687,1.77,1.79,1
1.72,0.84,0.14,-1.31,1.56,1
1.74,-0.985,-2.22,0.355,2.46,1
1.76,-0.589,-3.78,-1.67,4.17,1
1.78,-1.25,-1.21,-1.07,2.04,1
1.79,0.317,1.62,-0.164,1.66,1
1.81,-0.901,-0.71,0.913,1.47,1
1.83,-0.875,-1.74,1.91,2.73,1
1.85,-1.06,-1.13,0.828,1.76,1
1.87,3.58,2.78,0.449,4.56,1
1.89,1.41,2.24,-1.31,2.95,1
1.9,-0.543,-0.0569,-0.483,0.729,1
1.92,-2.78,-2.99,0.281,4.1,1
1.94,-2.02,-1.83,0.823,2.85,1
1.96,-1.73,-1.27,0.611,2.23,1
1.98,-0.59,-0.889,0.871,1.38,1
2.0,-0.833,-1.22,0.357,1.52,1
2.02,-0.339,-0.867,-0.485,1.05,1
2.03,-0.268,-0.00216,-0.25,0.366,1
2.05,0.477,1.43,2.47,2.89,1
2.07,-0.16,1.86,0.172,1.87,1
2.09,-0.761,0.954,0.118,1.23,1
2.11,-0.381,1.11,-0.258,1.2,1
2.13,-0.359,0.0928,0.265,0.455,1
2.14,-0.27,0.375,0.0967,0.472,1
2.16,-0.498,0.0814,-0.489,0.703,1
2.18,-0.0471,-0.294,-0.0643,0.305,1
2.2,0.286,-0.035,-0.283,0.404,1
2.22,0.243,-0.23,-0.134,0.36,1
2.24,0.342,-0.573,-0.0727,0.671,1
2.25,0.6,-0.287,0.134,0.678,1
2.27,0.754,-0.293,0.264,0.851,1
2.29,0.936,-0.233,0.0242,0.965,1
2.31,1.08,-0.104,0.0277,1.09,1
2.33,1.26,0.605,0.0884,1.4,1
2.35,0.73,0.428,-0.47,0.968,1
2.37,0.588,0.224,-1.05,1.23,1
2.38,-0.198,1.89,0.0201,1.9,1
2.4,-1.46,3.15,-0.34,3.49,1
2.42,-1.16,2.96,0.997,3.33,1
2.44,0.181,0.376,0.35,0.545,1
2.46,0.604,1.86,0.197,1.96,1
2.48,0.457,-1.76,-0.389,1.86,1
2.49,0.623,-2.55,-0.185,2.63,1
2.51,-0.107,1.03,1.0,1.44,1
2.53,0.678,-0.447,-0.369,0.892,1
2.55,0.0621,-4.19,-0.877,4.28,1
2.57,0.0626,-0.787,0.0177,0.789,1
2.59,-0.0726,-2.44,-0.9,2.6,1
2.6,-0.16,-0.937,-0.322,1.0,1
2.62,-0.213,-1.16,-0.132,1.19,1
2.64,-0.481,-0.65,-0.465,0.933,1
2.66,-0.526,0.111,-0.481,0.721,1
2.68,0.0763,-0.583,-0.235,0.633,1
2.7,0.298,0.313,-0.64,0.772,1
2.72,-0.0429,2.24,-0.274,2.26,1
2.73,0.149,1.95,-0.384,1.99,1
2.75,0.5,0.383,-0.757,0.984,1
2.77,-1.09,-0.299,-0.511,1.24,1
2.79,-1.36,-0.892,-0.451,1.69,1
2.81,-0.587,-2.72,-0.107,2.78,1
2.83,0.434,-3.31,1.73,3.76,1
2.84,0.571,-2.9,-0.775,3.06,1
2.86,0.124,-4.91,-1.11,5.04,1
2.88,-0.347,-5.015000000000001,-0.0506,6.31,1
2.9,-3.07,-5.12,-0.974,6.05,1
2.92,-3.1849999999999996,-4.78,0.182,7.32,1
2.94,-3.3,-4.44,2.15,5.94,1
2.95,-2.59,-4.26,0.288,4.99,1
2.97,-2.3,-5.0,1.82,5.8,1
2.99,-1.57,-4.51,-0.676,4.82,1
3.01,0.125,-3.41,-1.52,3.73,1
3.03,1.48,-1.25,-1.725,5.25,1
3.05,1.22,-0.799,-1.93,5.7,1
3.06,0.193,0.335,-2.135,5.27,1
3.08,-1.78,0.777,-2.34,3.04,1
3.1,-2.08,1.54,-1.74,3.12,1
3.12,-2.73,2.54,0.222,3.73,1
3.14,-3.13,3.17,2.45,5.43,1
3.16,-3.53,2.14,1.53,4.4,1
3.18,-3.21,3.3,3.3,5.66,1
3.19,-2.16,3.97,3.86,5.94,1
3.21,-0.929,4.89,3.87,7.28,1
3.23,-0.565,4.56,3.88,6.99,1
3.25,-0.371,4.16,3.89,5.71,1
3.27,-1.06,2.69,3.11,4.25,1
3.29,-1.12,1.98,1.55,2.75,1
3.3,-1.32,1.41,0.659,2.04,1
3.32,-1.23,0.915,0.363,1.58,1
3.34,-0.704,-0.119,-0.135,0.727,1
3.36,1.18,-0.899,-0.109,1.49,1
3.38,2.17,-1.19,1.94,3.15,1
3.4,3.58,-0.646,2.89,4.64,1
3.41,3.43,0.0863,2.6500000000000004,4.805,1
3.43,3.28,1.55,2.41,4.97,1
3.45,3.13,2.01,1.985,6.9,1
3.47,1.49,0.89,1.56,2.33,1
3.49,1.6233333333333333,1.64,0.09,4.67,1
3.51,1.7566666666666666,3.63,-2.33,6.32,1
3.53,1.89,2.84,-0.914,3.53,1
3.54,1.67,3.84,0.0865,4.19,1
3.56,-0.374,3.42,0.238,3.45,1
3.58,-0.116,2.79,-3.08,4.16,1
3.6,-0.769,1.19,-0.558,1.53,1
3.62,1.93,4.55,2.9,5.73,1
3.64,3.16,3.715,2.26,4.655,1
3.65,1.99,2.88,0.771,3.58,1
3.67,3.33,2.22,-0.507,4.03,1
3.69,3.7,2.85,1.38,4.87,1
3.71,2.14,2.6,2.35,4.11,1
3.73,0.714,1.99,3.44,4.04,1
3.75,0.0501,1.8,3.55,5.03,1
3.76,-0.733,1.48,3.66,4.89,1
3.78,-0.958,1.48,3.77,4.73,1
3.8,-0.801,1.37,3.88,4.19,1
3.82,-1.86,0.814,3.76,4.96,1
3.84,-2.64,0.459,3.6399999999999997,5.63,1
3.86,-2.5775,-0.138,3.52,5.88,1
3.88,-2.515,-1.01,3.4,5.65,1
3.89,-2.4525,-1.51,3.39,7.06,1
3.91,-2.39,-1.67,3.3,7.53,1
3.93,-2.3275,-2.24,2.37,7.452,1
3.95,-2.265,-1.87,0.978,7.374,1
3.97,-2.2025,-1.92,-0.371,7.296,1
3.99,-2.14,-2.37,-1.13,7.218,1
4.0,-2.0775,-4.35,-3.3,7.14,1
4.02,-2.015,-3.33,-3.575,6.415,1
4.04,-1.9525000000000001,-0.376,-3.85,5.69,1
4.06,-1.89,1.5,-1.45,2.82,1
4.08,-1.9,0.0585,-0.0767,1.9,1
4.1,-0.174,-0.95,1.1,1.47,1
4.11,2.3,-0.655,-1.72,2.94,1
4.13,0.591,-0.449,-0.293,0.798,1
4.15,1.0928,-0.523,-0.453,3.93,1
4.17,1.5946,0.059,-0.765,6.04,1
4.19,2.0964,-1.68,-0.297,5.58,1
4.21,2.5982000000000003,-0.823,-0.408,4.22,1
4.23,3.1,-1.88,-0.646,3.68,1
4.24,3.03,-0.142,-0.995,3.19,1
4.26,-3.33,-5.2,-1.31,6.32,1
4.28,-2.73,-3.0,-1.37,5.94,1
4.3,-2.13,-1.67,-1.03,2.9,1
4.32,-0.697,-1.34,-3.29,3.62,1
4.34,-0.522,3.35,1.4,3.67,1
4.35,-2.66,-0.464,1.2,2.96,1
4.37,-3.3,0.299,-0.366,3.33,1
4.39,-1.39,0.81,-0.757,1.78,1
4.41,0.972,0.972,-0.486,1.46,1
4.43,1.49,2.15,0.235,2.63,1
4.45,1.23,1.96,0.86,2.47,1
4.46,0.49,1.93,0.647,2.1,1
4.48,-0.669,-0.0415,-0.359,0.76,1
4.5,-1.23,-1.33,-1.88,2.61,1
4.52,-1.23,-1.48,-1.58,2.49,1
4.54,-1.34,-0.981,-0.901,1.89,1
4.56,-0.808,-0.594,-1.02,1.43,1
4.57,0.373,-0.67,-0.296,0.822,1
4.59,2.1,-0.246,0.0329,2.11,1
4.61,2.3666666666666667,0.157,-0.567,4.92,1
4.63,2.6333333333333333,3.25,2.14,7.09,1
4.65,2.9,0.551,2.35,3.77,1
4.67,-2.88,-2.31,-0.0775,3.69,1
4.69,-2.074333333333333,-4.63,-1.12,5.075,1
4.7,-1.2686666666666666,-1.2,2.34,6.46,1
4.72,-0.463,-1.55,-0.876,1.84,1
4.74,-0.543,0.605,0.0758,0.817,1
4.76,-1.58,-0.133,-0.508,1.66,1
4.78,-0.811,1.09,-1.58,2.08,1
4.8,0.66,-0.259,-0.994,1.22,1
4.81,0.981,2.26,-1.87,3.09,1
4.83,-2.3,1.16,-3.15,4.07,1
4.85,1.56,3.09,0.875,3.57,1
4.87,1.5866666666666667,1.86,-0.96,7.48,1
4.89,1.6133333333333333,0.481,0.126,6.19,1
4.91,1.64,-3.99,0.727,4.38,1
4.92,2.2,-2.64,0.437,3.47,1
4.94,1.2,-1.51,1.25,2.3,1
4.96,-1.75,-3.06,0.737,3.6,1
4.98,-2.0175,-3.05,-1.68,7.02,1
5.0,-2.285,-1.89,-1.44,6.51,1
5.02,-2.5524999999999998,-0.748,-1.9,6.0,1
5.04,-2.82,-2.28,-1.37,3.88,1
5.05,-1.07,-3.07,-1.19,3.46,1
5.07,0.345,-2.68,0.577,4.62,1
5.09,1.76,-2.43,3.41,4.54,1
5.11,2.135,-1.33,-0.55,5.44,1
5.13,2.51,0.47666666666666657,-1.4,5.466666666666667,1
5.15,2.885,2.283333333333333,-1.62,5.493333333333333,1
5.16,3.26,4.09,-1.77,5.52,1
5.18,1.97,-0.294,-2.14,2.93,1
5.2,3.61,-0.639,0.559,3.71,1
5.22,1.95,-1.47,1.94,3.12,1
5.24,-2.38,-3.02,1.82,4.25,1
5.26,-2.84,-4.17,0.748,5.1,1
5.27,-2.39,-4.98,0.255,5.52,1
5.29,-1.23,-5.39,1.83,5.82,1
5.31,0.117,-5.76,2.49,6.28,1
5.33,1.46,-4.85,1.94,6.4,1
5.35,0.933,-3.94,-2.37,4.7,1
5.37,-1.47,-1.77,-2.15,3.15,1
5.39,-0.571,0.103,-1.8077999999999999,6.68,1
5.4,1.13,5.45,-1.4656,5.685,1
5.42,2.31,2.7666666666666666,-1.1234000000000002,4.6899999999999995,1
5.44,1.429,0.08333333333333304,-0.7812000000000001,3.6950000000000003,1
5.46,0.548,-2.6,-0.439,2.7,1
5.48,1.21,-0.177,-0.968,1.56,1
5.5,0.135,-0.679,0.689,0.977,1
5.51,-0.581,-0.234,2.55,2.63,1
5.53,-0.682,0.277,1.07,1.3,1
5.55,-0.623,-0.203,-1.21,1.37,1
5.57,0.989,1.43,-2.15,2.76,1
5.59,0.331,-0.529,0.0584,0.627,1
5.61,-0.426,-0.0277,0.67,0.794,1
5.62,1.3870000000000002,2.57615,3.2,3.4419999999999997,1
5.64,3.2,5.18,0.109,6.09,1
5.66,-2.71,-1.34,-0.755,3.12,1
5.68,1.31,-0.327,0.0259,1.35,1
5.7,0.648,-1.11,0.758,1.49,1
5.72,-0.262,-0.381,0.149,0.486,1
5.74,-0.895,-1.75,-2.08,2.86,1
5.75,1.9,-0.612,0.472,2.05,1
5.77,1.24,-1.67,2.55,3.29,1
5.79,1.91,0.605,0.883,2.19,1
5.81,0.438,1.27,0.173,1.36,1
5.83,1.35,1.85,-1.11,2.55,1
5.85,0.773,0.904,-0.396,1.25,1
5.86,1.59,-1.15,1.41,2.42,1
5.88,3.59,-3.1,-0.137,4.74,1
5.9,3.07,-3.9,0.143,4.97,1
5.92,2.3328571428571427,3.08,-1.43,6.65,1
5.94,1.5957142857142854,3.81,0.922,6.825,1
5.96,0.8585714285714281,2.19,1.4460000000000002,7.0,1
5.97,0.121428571428571,1.7,1.97,6.89,1
5.99,-0.6157142857142861,0.337,-2.77,6.78,1
6.01,-1.3528571428571436,0.469,-3.12,6.67,1
6.03,-2.09,0.0768,-2.52,3.28,1
6.05,-1.23,-0.151,0.154,1.24,1
6.07,2.38,1.1,3.9,4.7,1
6.08,3.29,0.378,1.834,5.58,1
6.1,0.205,-3.4,-0.232,3.41,1
6.12,0.273,-1.96,-1.66,2.58,1
6.14,-0.344,0.234,-1.55,1.6,1
6.16,-0.142,0.572,-0.103,0.598,1
6.18,0.111,0.129,0.124,0.211,1
6.2,0.208,0.0593,-0.132,0.253,1
6.21,0.462,0.101,0.0337,0.474,1
6.23,0.205,0.314,-0.256,0.454,1
6.25,-0.623,0.484,0.314,0.849,1
6.27,0.577,-0.205,-0.432,0.75,1
6.29,-0.156,-0.0135,0.0591,0.167,1
6.31,-0.239,0.148,0.556,0.624,1
6.32,-0.225,-0.0565,0.618,0.66,1
6.34,-0.329,-0.0141,0.672,0.749,1
6.36,-0.394,0.0289,0.713,0.816,1
6.38,-0.451,-0.00884,0.833,0.947,1
6.4,-0.583,-0.08,1.01,1.17,1
6.42,-0.669,-0.132,1.02,1.23,1
6.43,-0.701,-0.113,0.866,1.12,1
6.45,-0.645,-0.18,0.794,1.04,1
6.47,-0.564,-0.1,0.728,0.926,1
6.49,-0.289,0.433,0.208,0.56,1
6.51,0.63,0.766,-0.00968,0.991,1
6.53,1.01,0.591,-0.0422,1.17,1
6.55,0.698,-0.0192,-0.0707,0.702,1
6.56,0.77,0.00536,0.22,0.8,1
6.58,0.406,0.503,-0.0904,0.652,1
6.6,0.612,1.48,-0.746,1.77,1
6.62,0.871,1.99,-1.24,2.5,1
6.64,1.0,1.49,-1.58,2.39,1
6.66,1.18,0.461,-1.96,2.34,1
6.67,0.601,-1.01,-2.37,2.65,1
6.69,0.56,0.0147,-2.77,2.82,1
6.71,0.0464,3.11,-1.97,3.68,1
6.73,-1.71,5.5,-0.944,5.83,1
6.75,-1.01,2.28,-1.52,2.92,1
6.77,0.861,-1.73,-1.79,2.63,1
6.78,1.64,-2.03,0.245,2.62,1
6.8,1.74,-2.55,3.96,5.02,1
6.82,1.48,-4.48,3.575,6.82,1
6.84,0.827,-4.4,3.19,5.5,1
6.86,0.0919,-3.28,1.65,3.67,1
6.88,-1.11,-2.33,0.447,2.62,1
6.9,-1.28,-1.6,0.401,2.08,1
6.91,0.364,-1.87,-0.125,1.91,1
6.93,1.66,-2.89,-0.877,3.45,1
6.95,2.4,-3.52,-0.976,4.37,1
6.97,1.94,-3.29,-0.994,3.95,1
6.99,1.44,-1.71,-0.79,2.38,1
7.01,1.04,0.521,0.0104,1.16,1
7.02,0.746,1.86,1.17,2.32,1
7.04,0.732,0.908,0.476,1.26,1
7.06,0.846,-0.86,-0.815,1.46,1
7.08,0.741,-0.209,-0.00477,0.771,1
7.1,0.0958,1.58,0.521,1.67,1
7.12,-0.72,2.77,0.938,3.01,1
7.13,-0.672,1.76,0.358,1.92,1
7.15,-0.222,3.15,-0.978,3.31,1
7.17,-0.138,4.75,-1.02,4.86,1
7.19,-1.37,1.06,-1.18,2.09,1
7.21,-1.64,-1.4,-2.17,3.06,1
7.23,-1.38,-1.07,-2.14,2.76,1
7.24,-0.888,1.12,-0.551,1.53,1
7.26,-1.32,1.4,0.956,2.14,1
7.28,-1.57,0.245,-0.161,1.6,1
7.3,-1.33,0.303,-0.994,1.69,1
7.32,-1.67,0.778,-0.157,1.85,1
7.34,-1.76,0.408,0.703,1.94,1
7.36,-1.62,-0.24,1.13,1.99,1
7.37,-0.726,-0.39,0.697,1.08,1
7.39,0.234,-0.256,-0.0769,0.356,1
7.41,0.652,-0.17,0.117,0.684,1
7.43,0.425,-0.297,-0.805,0.957,1
7.45,0.26,-0.526,-1.21,1.35,1
7.47,0.0832,-0.65,-0.79,1.03,1
7.48,-0.0954,-0.373,0.783,0.872,1
7.5,-0.524,-0.383,1.55,1.68,1
7.52,-0.764,-0.656,1.27,1.62,1
7.54,-0.706,-0.83,0.611,1.25,1
7.56,-0.356,-0.425,-0.17,0.58,1
7.58,0.0657,0.382,-0.797,0.886,1
7.59,0.244,1.43,-0.674,1.6,1
7.61,0.223,2.95,-0.957,3.11,1
7.63,0.0655,3.46,-1.53,3.79,1
7.65,-0.184,3.09,-2.09,3.74,1
7.67,-0.381,2.41,-2.01,3.16,1
7.69,-0.709,1.07,-1.84,2.24,1
7.71,-0.37,0.131,-1.12,1.19,1
7.72,0.577,1.02,-0.52,1.28,1
7.74,1.7,4.81,0.856,5.17,1
7.76,3.01,3.5199999999999996,1.2,6.71,1
7.78,3.67,2.23,0.683,4.35,1
7.8,2.52,-0.132,-0.518,2.58,1
7.82,0.0457,-1.15,-1.2,1.66,1
7.83,-1.27,-0.31,-0.169,1.31,1
7.85,-1.32,-0.201,2.12,2.5,1
7.87,-0.969,-1.74,3.66,4.17,1
7.89,-0.271,-3.01,3.57,4.67,1
7.91,-0.467,-3.77,3.29,5.02,1
7.93,-0.332,-3.71,2.82,4.67,1
7.94,-0.314,-3.42,2.27,4.12,1
7.96,-0.124,-3.59,2.04,4.13,1
7.98,0.229,-3.66,1.55,3.98,1
8.0,0.758,-3.61,0.858,3.79,1
8.02,1.15,-3.55,0.216,3.74,1
8.04,1.41,-3.36,-0.355,3.66,1
8.06,1.57,-3.15,-0.291,3.53,1
8.07,1.45,-2.6,0.184,2.98,1
8.09,1.26,-1.77,1.01,2.39,1
8.11,1.43,-0.228,2.05,2.51,1
8.13,1.18,0.869,2.93,3.28,1
8.15,1.33,1.18,2.49,3.06,1
8.17,1.52,2.44,1.26,3.14,1
8.18,2.4,5.35,-0.716,5.91,1
8.2,2.15,3.7325,-3.3,7.32,1
8.22,0.0282,2.1149999999999998,-3.92,6.915,1
8.24,-1.11,0.4974999999999996,-1.14,6.51,1
8.26,-0.523,-1.12,-0.521,1.35,1
8.28,0.538,-3.97,-0.116,4.0,1
8.29,1.1,-4.43,-0.169,4.57,1
8.31,1.5,-2.53,0.88,3.07,1
8.33,1.57,1.16,1.11,2.24,1
8.35,-0.807,0.245,-0.121,0.852,1
8.37,-2.67,-0.904,-0.808,2.93,1
8.39,-3.23,-0.396,0.327,3.27,1
8.41,-3.035,-0.222,0.965,3.97,1
8.42,-2.84,0.722,0.734,3.02,1
8.44,-0.518,1.06,0.458,1.26,1
8.46,1.08,2.76,-0.401,2.99,1
8.48,0.775,3.88,-1.95,4.41,1
8.5,-0.403,2.71,-2.95,4.03,1
8.52,-0.826,0.695,-1.72,2.03,1
8.53,-1.26,-0.418,0.00313,1.33,1
8.55,-1.07,-0.524,0.523,1.3,1
8.57,-0.541,-0.565,0.352,0.858,1
8.59,-0.379,-0.791,0.384,0.957,1
8.61,0.11,-0.456,0.483,0.674,1
8.63,0.22,0.0913,-0.183,0.3,1
8.64,-0.0245,0.633,-0.811,1.03,1
8.66,-0.702,1.04,-1.09,1.67,1
8.68,-1.35,1.56,-0.99,2.29,1
8.7,-1.48,2.45,-0.969,3.02,1
8.72,-1.32,2.64,-0.614,3.01,1
8.74,-0.794,1.12,-0.881,1.63,1
8.75,-0.077,-0.598,-0.468,0.763,1
8.77,0.369,-0.98,0.641,1.23,1
8.79,1.96,2.22,1.08,3.15,1
8.81,3.07,5.24,2.65,6.63,1
8.83,3.25,3.28,2.12,5.08,1
8.85,2.37,1.54,-1.2,3.07,1
8.87,-0.0665,0.193,-3.61,3.61,1
8.88,-1.96,-1.14,-2.7,3.52,1
8.9,-2.27,-1.01,1.2,2.76,1
8.92,-0.92,-1.29,1.8175,5.03,1
8.94,0.00749,-2.8,2.4349999999999996,5.75,1
8.96,0.469,-4.71,3.0524999999999998,6.46,1
8.98,0.242,-4.89,3.67,6.12,1
8.99,0.0811,-4.45,2.85,5.29,1
9.01,0.131,-4.33,2.28,4.9,1
9.03,0.373,-4.28,1.37,4.51,1
9.05,0.767,-4.39,0.456,4.48,1
9.07,1.27,-4.21,-0.113,4.4,1
9.09,1.85,-3.66,-1.17,4.26,1
9.1,1.77,-3.03,-0.921,3.63,1
9.12,1.53,-0.863,-0.316,1.78,1
9.14,1.96,-0.50325,0.946,6.04,1
9.16,1.23,-0.14349999999999996,1.97,5.136666666666667,1
9.18,-0.607,0.21625000000000005,-1.07,4.233333333333333,1
9.2,-2.82,0.576,-1.68,3.33,1
9.22,-2.01,0.881,-1.54,2.68,1
9.23,-1.78,1.87,-0.345,2.61,1
9.25,-1.5,-0.456,0.778,1.75,1
9.27,-0.783,-2.16,2.33,3.27,1
9.29,-0.117,-1.45,2.1,2.56,1
9.31,-0.155,0.362,0.211,0.447,1
9.33,-0.209,1.48,-2.28,2.72,1
9.34,-0.118,1.21,-2.34,2.63,1
9.36,-0.237,0.62,0.276,0.718,1
9.38,-0.184,-0.159,1.68,1.69,1
9.4,0.481,-0.484,2.6,2.69,1
9.42,2.19,-0.119,1.7,2.78,1
9.44,2.75,0.728,0.515,2.89,1
9.45,1.72,0.917,-1.08,2.23,1
9.47,1.02,0.481,-2.6,2.83,1
9.49,0.823,-0.266,-2.26,2.42,1
9.51,0.945,-0.455,-0.872,1.36,1
9.53,0.531,-0.251,0.387,0.703,1
9.55,-0.179,-0.0437,0.521,0.552,1
9.57,-0.781,0.0664,0.795,1.12,1
9.58,-0.703,0.142,0.769,1.05,1
9.6,0.148,0.459,0.237,0.537,1
9.62,0.541,1.37,0.261,1.5,1
9.64,0.233,2.16,0.278,2.19,1
9.66,0.145,2.76,-0.471,2.8,1
9.68,0.63,2.66,-0.913,2.88,1
9.69,1.6,1.67,-1.4,2.7,1
9.71,1.82,0.0808,-0.837,2.01,1
9.73,1.33,-0.519,-0.447,1.5,1
9.75,0.75,-0.239,-0.481,0.923,1
9.77,0.344,0.601,-0.46,0.831,1
9.79,0.191,1.79,-0.293,1.82,1
9.8,-0.157,2.07,0.225,2.09,1
9.82,-0.405,0.937,-0.538,1.15,1
9.84,-0.351,-0.106,-1.83,1.87,1
9.86,-0.8,-0.327,-1.82,2.01,1
9.88,-1.73,-0.246,-1.01,2.02,1
9.9,-1.08,-0.144,1.58,1.92,1
9.92,0.0951,-1.17,3.66,3.84,1
9.93,0.353,-2.89,4.34,5.23,1
9.95,-0.0757,-3.71,4.06,5.5,1
9.97,-0.497,-3.08,3.26,4.52,1
9.99,-0.693,-3.21,2.51,4.14,1
10.0,-0.847,-3.4,1.62,3.86,1
10.0,-0.828,-3.25,0.604,3.4,1
10.0,-0.51,-2.67,-0.344,2.74,1
10.1,-0.283,-1.76,-0.664,1.9,1
10.1,0.595,-1.21,-1.33,1.9,1
10.1,0.813,-1.36,-0.77,1.76,1
10.1,0.748,-1.78,0.101,1.93,1
10.1,0.885,-1.0,1.19,1.79,1
10.2,1.89,2.68,2.62,4.19,1
10.2,1.62,4.27,3.58,5.8,1
10.2,1.21,3.65,1.62,4.17,1
10.2,0.484,2.51,-0.165,2.56,1
10.2,0.915,3.54,-3.3,4.93,1
10.2,2.27,3.87,-3.59,5.75,1
10.3,1.6,0.0185,-1.44,2.15,1
10.3,0.555,-2.37,-0.533,2.49,1
10.3,0.0985,-2.75,0.163,2.75,1
10.3,0.399,-1.36,0.8,1.63,1
10.3,-0.278,-0.015,1.27,1.3,1
10.4,-1.99,-0.578,0.905,2.26,1
10.4,-2.42,-0.678,-0.411,2.55,1
10.4,-2.16,-0.45,-0.401,2.24,1
10.4,-2.18,0.0956,0.463,2.23,1
10.4,-1.21,1.49,0.831,2.09,1
10.4,-0.182,2.33,0.55,2.4,1
10.5,0.444,3.65,-1.62,4.02,1
10.5,0.398,3.67,-3.19,4.88,1
10.5,0.33,2.87,-3.08,4.23,1
10.5,0.345,0.812,-1.72,1.94,1
10.5,0.145,-0.514,-0.364,0.646,1
10.6,-0.0381,-0.598,0.47,0.761,1
10.6,-0.0877,-0.452,0.901,1.01,1
10.6,-0.0778,-0.0845,1.12,1.13,1
10.6,-0.354,0.33,0.455,0.664,1
10.6,-0.546,1.02,-0.33,1.2,1
10.7,-0.554,1.5,-0.773,1.78,1
10.7,-0.656,1.65,-1.04,2.06,1
