Time (s),x,y,z,total_acceleration,Walking(0)/Jumping(1)
0.05647355,-0.06453084946,-0.04582262039,0.01561355591,0.08067047911,0
0.061476154,-0.09734034538,-0.02812290192,-0.01673126221,0.1026936005,0
0.06647881,-0.1307263374,0.002617835999,-0.05780410767,0.1429599357,0
0.071481414,-0.120677948,0.02562189102,-0.089884758,0.1526398315,0
0.076474175,-0.09815168381,0.02031183243,-0.190726757,0.2154600182,0
0.081476779,-0.05255484581,0.03868675232,-0.2767643929,0.2843540149,0
0.086479383,-0.07947492599,0.03170967102,-0.2778673172,0.290743896,0
0.091482039,-0.05490016937,0.006191253662,-0.3820099831,0.3859844393,0
0.096484643,-0.05488443375,0.007197856903,-0.3951878548,0.3990458003,0
0.101487247,-0.08197402954,0.0241765976,-0.4282326698,0.4366777632,0
0.106448133,-0.06334733963,0.04530715942,-0.45540905,0.4620205915,0
0.111450789,0.0227060318,0.04821300507,-0.4435663223,0.4467562423,0
0.116453393,0.05195784569,0.05437755585,-0.4350819588,0.44153465,0
0.12145605,0.0463950634,0.06362485886,-0.4090070724,0.4165181987,0
0.126458654,0.05952978134,0.04867267609,-0.3773913383,0.3851454875,0
0.13146131,0.04956483841,0.02873802185,-0.3128833771,0.3180857664,0
0.136429591,0.06709718704,0.04943990707,-0.2851037979,0.2970362141,0
0.141432247,0.05842232704,0.04940652847,-0.127661705,0.148834419,0
0.146434852,0.09780907631,0.05873155594,0.02895641327,0.1177050761,0
0.151437456,0.1604168415,0.06526088715,0.1100797653,0.2052074588,0
0.156440112,0.1859760284,0.06412029266,0.1952638626,0.2771758848,0
0.161442664,0.2130908966,0.09435033798,0.3079571724,0.386195982,0
0.166450893,0.1980497837,0.0785369873,0.3624215126,0.4204059086,0
0.17145355,0.1839370728,0.01366662979,0.3794441223,0.4218974585,0
0.176456154,0.124399662,-0.004061698914,0.3927292824,0.411980658,0
0.181458758,0.07175755501,-0.04096698761,0.3283228874,0.3385607171,0
0.186461414,-0.02971529961,-0.05695390701,0.2372026443,0.2457475148,0
0.191464018,-0.08174419403,-0.05706262589,0.08022785187,0.1279639197,0
0.196394956,-0.1349475384,-0.0601143837,0.04915809631,0.1556955223,0
0.201397508,-0.1263985634,-0.08442258835,-0.05271577835,0.1608810851,0
0.206400164,-0.08813309669,-0.06387615204,-0.1563711166,0.1905243597,0
0.21140282,-0.02756595612,-0.03904294968,-0.2107748985,0.2161256387,0
0.216405372,0.03391003609,-0.03095293045,-0.205704689,0.2107662059,0
0.221408029,0.09368300438,0.01940584183,-0.2432861328,0.2614215646,0
0.22644157,0.1428029537,0.07621335983,-0.2665119171,0.3118168722,0
0.231444227,0.1518666744,0.08830881119,-0.2524080276,0.3075251947,0
0.236446831,0.1544594765,0.1572098732,-0.2556128502,0.3375064492,0
0.241449435,0.11774683,0.1785626411,-0.2008624077,0.2934188808,0
0.246452091,0.08262872696,0.1487517357,-0.1781687737,0.2463710561,0
0.251454695,0.04901146889,0.1695919037,-0.1797776222,0.2519593843,0
0.256439591,0.0495493412,0.1393060684,-0.1466360092,0.2082388943,0
0.261442247,0.02944278717,0.04956150055,-0.1825485229,0.1914345405,0
0.266444852,0.01232504845,0.02073001862,-0.2319965363,0.233246722,0
0.271447456,-0.02801990509,-0.02817726135,-0.2222080231,0.2257332024,0
